id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1161443	typeSpecies	Hart. 1894. In Forbes, S.A. Seventh report of S.A. Forbes for the years 1891 and 1892. A monograph of insect injuries to Indian corn. Part I. Report of the State Entomologist on the Malicious and Beneficial Insects of the State of Illinois 18:102	Geoica squamosa Hart, 1894								
1161450	typeSpecies		Geoica cyperi Schouteden, 1902								
1161452	typeSpecies	Mordvilko. 1921. Les pucerons des graminées (Aphidodea), Pars I. Izvestija Severnoi oblastnoi stancii Zashcity rastenii ot vreditelei 3(3):656	Geoica cyperi Schouteden, 1902								
1161453	typeSpecies		Geoica cyperi Schouteden, 1902								
1161455	typeSpecies	Del Guercio. 1914[1913]. Generi e specie nuove di afidi o nuovi per la fauna italiana. Redia 9(2):169	Trinacriella magnifica Del Guercio, 1914								
1161487	typeSpecies	Walsh. 1867. On the insects, coleopterous, hymenopterous and dipterous, inhabiting the galls of certain species of willow – Part 2d and last. Proceedings of the Entomological Society of Philadelphia 6:73	Byrsocrypta rhois Fitch, 1866								
1161492	typeSpecies	Hille Ris Lambers. 1933. A new genus and some new species of aphids. Stylops 2(9):198	Geopemphigus surinamensis Hille Ris Lambers, 1933								
1161499	typeSpecies	Smith, C.F. 1948. A new aphid on sweet potato. Florida Entomologist 31(1):24	Xenopterygus ipomoiae Smith, 1948								
1161500	typeSpecies	Westwood. 1849. Wingless subterranean plant lice. The Gardeners' Chronicle and Agricultural Gazette(27):420	Smynthurodes betae Westwood, 1849								
1161518	typeSpecies	van der Goot. 1912. Über einige noch nicht oder nur unvollständig beschriebenen Blattlaus-Arten. Tijdschrift voor Entomologie 55:30, 39	Tychea phaseoli Passerini, 1860								
1161519	typeSpecies	Del Guercio. 1909. Intorno a due nuovi generi e a tre specie nuove di afidi di California. Rivista di Patologia Vegetale 3:8	Pemphigus radicicola Essig, 1909								
1161525	typeSpecies	Theobald. 1923. New Aphididae found in Egypt. Bulletin de la Société Royale Entomologique d'Égypte 7:76	Asiphonella dactylonii Theobald, 1923								
1161533	typeSpecies	Zhang, Guangxue. 1995. A study on Baizongia Rondani, 1848 with descriptions of a new subgenus and two new species (Homoptera: Pemphigidae). Entomologia Sinica 2(4):94	Baizongia yunlongensis Zhang & Zhong, 1985								
1161567	typeSpecies	Del Guercio. 1906[1905]. Intorno a tre specia rare di Mizozilini italiani e alle diverse galle prodotte da varii afidi sul Populus nigra. Redia 3(2):364	Abamalekia lazarewi Del Guercio, 1906								
1161585	typeSpecies		Aphis pistaciae Linnaeus, 1767								
1161595	typeSpecies	von Heyden. 1837. Entomologische Beiträge. Museum Senckenbergianum Abhandlungen 2(3):294	Paracletus cimiciformis von Heyden, 1837								
1161596	typeSpecies	Amyot. 1847. Entomologie française. Rhynchotes (Suite) (1). Annales de la Société Entomologique de France Deuxième Série 5:294	Paracletus cimiciformis von Heyden, 1837								
1161597	typeSpecies	Mordvilko. 1935. Die Blattläuse mit unvollständigem Generationszyklus und ihre Entstehung. Ergebnisse und Fortschritte der Zoologie 8:198	Fordona italica Mordvilko, 1935								
1161598	typeSpecies	Mordvilko. 1921. Les pucerons des graminées (Aphidodea), Pars I. Izvestija Severnoi oblastnoi stancii Zashcity rastenii ot vreditelei 3(3):63	Hemitrama bykovi Mordvilko, 1921								
1161617	typeSpecies	Theobald. 1914. African Aphididae. Bulletin of Entomological Research 4:337	Rectinasus buxtoni Theobald, 1914								
1161637	typeSpecies	de Horváth. 1897[1896]. In Mokrzecky. Sur une nouvelle espèce d'Aphidien trouvée en Crimée sur les racines de la vigne. Horae Societatis Entomologicae Rossicae 30:439	Rhizoctonus ampelinus de Horváth, 1897								
1161639	typeSpecies	Börner & Schilder. 1930. Alphabetisches Verzaichnis der Gattungsnamen. Archiv für klassifikatorische und phylogenetische Entomologie 1:249	Neorhizobius stramineus Del Guercio, 1917								
1161644	typeSpecies	von Heyden. 1837. Entomologische Beiträge. Museum Senckenbergianum Abhandlungen 2(3):292	Forda formicaria von Heyden, 1837								
1161681	typeSpecies	Hartig. 1841. Versuch einer Eintheilung der Pflanzenläuse (Phytophthires Burm.) nach der Flügelbildung. Zeitschrift für die Entomologie 3:363	Rhizoterus vacca Hartig, 1841								
1161695	typeSpecies		Forda marginata Koch, 1857								
1161707	typeSpecies	Zhang, Guangxue & Qiao. 1999. In Qiao, Guangxue Zhang & F. Zhao. Study on Diprociphilus gen. nov. from China, with the description of a new speices (Homoptera: Pemphigidae). Acta Zootaxonomica Sinica 24(4):394	Diprociphilus allivorus Zhang, Qiao & Zhao, 1999								
1161710	typeSpecies	Börner. 1930. Beiträge zu einem neuen System der Blattläuse. Archiv für klassifikatorische und phylogenetische Entomologie 1(2):86	Pemphigus populi Courchet, 1881								
1161714	typeSpecies	Fitch. 1855[1854]. Report on the noxious, beneficial, and other insects of the state of New York. Transactions of the New York State Agricultural Society 14:453	Aphis bursaria Linnaeus, 1758								
1161715	typeSpecies	Zhang, Guangxue, Qiao & Xiaolin Chen. 1999. In Zhang, Guangxue [Ed.]. Pemphigidae. Fauna of Agricultural and Forestry Aphids of Northwest, China: Insecta Homoptera Aphidinea, China Environmental Sciences Press, Beijing 162	Desiforda echnochloaphaga Zhang, Qiao & Chen, 1999								
1161769	typeSpecies		Aphis bursaria Linnaeus, 1758								
