log.tsv|version1
source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
Staticobium	APH:1168903	=>	Staticobium	APH:1168903	-937801	new/import	null
Staticobium	WOR:504235	-		null	-	promoted/internal	Aphididae
Pygidicranidae	DER:1181774	=>	Pygidicranidae	DER:1181774	-902264	new/refinement	null
Jersimantis luzzii	MNT:1186147	=>	Jersimantis luzzii	MNT:1186147	-866761	new/impornull
Epiperipatus hilkae	ONY:G002-13	=>	Epiperipatus hilkae	ONY:G002-13	-66249	new/impornull
Casuarius casuarius	IOC:6e715f2c26d8f0966ce6476173a81b2b	=>	Casuarius casuarius	IOC:6e715f2c26d8f0966ce6476173a81b2b	-1088340	new/import	null
Diphasium	PPG:Pteridophyte-Phylogeny-Group1-13	=>	Diphasium	PPG:Pteridophyte-Phylogeny-Group1-13	-63221	new/import	null
Diphasium	TPL:T7360	=>	Diphasium	PPG:Pteridophyte-Phylogeny-Group1-13	-63221	same/primary-name	Diphasium
Chroicopterini	MNT:1183634	-		null	-	sibling-sink mismatch	null
Chroicopterini	MNT:1183634	=>	Chroicopterini	MNT:1183634	-902819	reject/absorbed	null
Paratitan	ORTH:1144039	=>	Paratitan	ORTH:1144039	-908345	new/import	null
Bacteria	trunk:07fe5571-8649-4657-88dc-e0c32f2fea95	=>	Bacteria	trunk:07fe5571-8649-4657-88dc-e0c32f2fea95	-613	new/import	null
Bacteria	PHA:1202154	not=>	Bacteria	trunk:07fe5571-8649-4657-88dc-e0c32f2fea95	-613	not-same/ranks	genus|domain
Bacteria	PHA:1202154	=>	Bacteria	PHA:1202154	-976261	new/import	null
Bacteria	WOR:6	not=>	Bacteria	PHA:1202154	-976261	not-same/ranks	kingdom|genus
Bacteria	WOR:6	=>	Bacteria	trunk:07fe5571-8649-4657-88dc-e0c32f2fea95	-613	same/overlaps	Nitrospiraceae|Stella
Trapellitermes loxomastax	TER:S0312-1	=>	Trapellitermes loxomastax	TER:S0312-1	-953667	new/import	null
Tara	TPL:T22003	=>	Tara	TPL:T22003	-1041156	new/import	null
Tara	SPI:G3934	-		null	-	not-placed/does-not-descend	null
Pirkimerus javanus	LYG:1223039	=>	Pirkimerus javanus	LYG:1223039	-961279	new/impornull
Plagiacanthidae	WOR:345898	=>	Plagiacanthidae	WOR:345898	-20853	reject/inconsistent	null
Heterokonta	WOR:368898	=>	Heterokonta	WOR:368898	-15	reject/inconsistent	null
Blaberidae	BLA:1172575	=>	Blaberidae	BLA:1172575	-866988	reject/inconsistent	null
Actinochrysia	WOR:591212	=>	Actinochrysia	WOR:591212	-15371	new/refinement	null
Cithaeron	SPI:G0520	=>	Cithaeron	SPI:G0520	-561740	new/import	null
Heliocypha fenestrata	ODO:S0078-5	=>	Heliocypha fenestrata	ODO:S0078-5	-880573	new/impornull
Trigonidiini	ORTH:1126891	-		null	-	sibling-sink mismatch	null
Trigonidiini	ORTH:1126891	=>	Trigonidiini	ORTH:1126891	-974989	reject/absorbed	null
Pirkimerus pulcher	LYG:1223044	=>	Pirkimerus pulcher	LYG:1223044	-961283	new/impornull
Ectobiidae	BLA:1174509	=>	Ectobiidae	BLA:1174509	-866989	new/refinement	null
Vossiini	ORTH:1221084	=>	Vossiini	ORTH:1221084	-564061	new/refinement	null
Alydidae	COR:1186237	=>	Alydidae	COR:1186237	-910031	new/refinement	null
Tettigoniidae	ORTH:1132213	=>	Tettigoniidae	ORTH:1132213	-931851	new/refinement	null
Saccamminidae	WOR:394018	=>	Saccamminidae	WOR:394018	-60062	new/refinement	null
Thermodesulfobacteria	trunk:7eff8fce-60c1-4807-bfd4-1f4af8a90106	=>	Thermodesulfobacteria	trunk:7eff8fce-60c1-4807-bfd4-1f4af8a90106	-2206	new/import	null
Thermodesulfobacteria	trunk:6439b0aa-82f1-408d-8415-97a2c7a0c0da	=>	Thermodesulfobacteria	trunk:6439b0aa-82f1-408d-8415-97a2c7a0c0da	-1303	new/import	null
Thermodesulfobacteria	WOR:567371	-	Thermodesulfobacteria	trunk:6439b0aa-82f1-408d-8415-97a2c7a0c0da	-1303	noinfo	null
Thermodesulfobacteria	WOR:567371	-	Thermodesulfobacteria	trunk:7eff8fce-60c1-4807-bfd4-1f4af8a90106	-2206	noinfo	null
Thermodesulfobacteria	WOR:567371	-		null	-	ambiguous internal	2
Thermodesulfobacteria	WOR:567370	-	Thermodesulfobacteria	trunk:6439b0aa-82f1-408d-8415-97a2c7a0c0da	-1303	noinfo	null
Thermodesulfobacteria	WOR:567370	-	Thermodesulfobacteria	trunk:7eff8fce-60c1-4807-bfd4-1f4af8a90106	-2206	noinfo	null
Thermodesulfobacteria	WOR:567370	-		null	-	ambiguous internal	2
Thermodesulfobacteria	WOR:567371	=>	Thermodesulfobacteria	WOR:567371	-6220	reject/absorbed	null
Thermodesulfobacteria	WOR:567370	=>	Thermodesulfobacteria	WOR:567370	-6221	reject/absorbed	null
		-	Thermodesulfobacteria	WOR:567370	-6221	rank inversion	null
Phyllobacteriaceae	trunk:b530ffe2-03cd-40de-95b6-cbc8c198412f	=>	Phyllobacteriaceae	trunk:b530ffe2-03cd-40de-95b6-cbc8c198412f	-7916	new/import	null
Phyllobacteriaceae	WOR:567523	=>	Phyllobacteriaceae	trunk:b530ffe2-03cd-40de-95b6-cbc8c198412f	-7916	lumped	null
Vossiina	ORTH:1221085	-		null	-	sibling-sink mismatch	null
Vossiina	ORTH:1221085	=>	Vossiina	ORTH:1221085	-867405	reject/absorbed	null
Chromista incertae sedis	WOR:598929	=>	Chromista incertae sedis	WOR:598929	-16	new/import	null
Timema californicum	PHA:1203883	=>	Timema californicum	PHA:1203883	-975987	new/impornull
Longicerciata	DER:1182208	=>	Longicerciata	DER:1182208	-902258	new/import	null
Timema douglasi	PHA:1203888	=>	Timema douglasi	PHA:1203888	-975983	new/import	null
Schizoneurites electri	APH:1159426	=>	Schizoneurites electri	APH:1159426	-962318	new/impornull
Elusimicrobia	trunk:07a9ef01-3694-4ee8-813f-8e51b238a4c0	=>	Elusimicrobia	trunk:07a9ef01-3694-4ee8-813f-8e51b238a4c0	-2388	new/import	null
Elusimicrobia	trunk:e4b636f0-aa58-4667-bfa5-9e45bd376df1	=>	Elusimicrobia	trunk:e4b636f0-aa58-4667-bfa5-9e45bd376df1	-1323	new/import	null
Elusimicrobia	WOR:571255	-	Elusimicrobia	trunk:07a9ef01-3694-4ee8-813f-8e51b238a4c0	-2388	noinfo	null
Elusimicrobia	WOR:571255	-	Elusimicrobia	trunk:e4b636f0-aa58-4667-bfa5-9e45bd376df1	-1323	noinfo	null
Elusimicrobia	WOR:571255	-		null	-	ambiguous internal	2
Elusimicrobia	WOR:571254	-	Elusimicrobia	trunk:07a9ef01-3694-4ee8-813f-8e51b238a4c0	-2388	noinfo	null
Elusimicrobia	WOR:571254	-	Elusimicrobia	trunk:e4b636f0-aa58-4667-bfa5-9e45bd376df1	-1323	noinfo	null
Elusimicrobia	WOR:571254	-		null	-	ambiguous internal	2
Elusimicrobia	WOR:571255	=>	Elusimicrobia	WOR:571255	-6419	reject/absorbed	null
Elusimicrobia	WOR:571254	=>	Elusimicrobia	WOR:571254	-6420	reject/absorbed	null
		-	Elusimicrobia	WOR:571254	-6420	rank inversion	null
Paratitan libelluloides	ORTH:1144040	=>	Paratitan libelluloides	ORTH:1144040	-931832	new/impornull
Cerconychia sinensis	PLE:1157922	=>	Cerconychia sinensis	PLE:1157922	-950324	new/impornull
Styloperla spinicercia	PLE:1157925	=>	Styloperla spinicercia	PLE:1157925	-950327	new/impornull
Sunopterites hejinensis	GRY:1221237	=>	Sunopterites hejinensis	GRY:1221237	-563759	new/impornull
Myctophiformes	trunk:6fdd2c8c-888c-4b5a-845b-ca4b8823d602	=>	Myctophiformes	trunk:6fdd2c8c-888c-4b5a-845b-ca4b8823d602	-967533	new/import	null
		-	Myctophiformes	trunk:6fdd2c8c-888c-4b5a-845b-ca4b8823d602	-967533	rank inversion	null
Myctophiformes	WOR:10309	=>	Myctophiformes	trunk:6fdd2c8c-888c-4b5a-845b-ca4b8823d602	-967533	same/ancestor+parent	Actinopterygii|Teleostei
Tanzaniophasma subsolana	MAN:1220589	=>	Tanzaniophasma subsolana	MAN:1220589	-904225	new/import	null
Longicerciata mesozoica	DER:1182209	=>	Longicerciata mesozoica	DER:1182209	-927005	new/impornull
Raptophasma	MAN:1220585	=>	Raptophasma	MAN:1220585	-866993	new/import	null
Hackeriella echina	COL:1171575	=>	Hackeriella echina	COL:1171575	-934401	new/impornull
Cyathobodoniae	WOR:591171	=>	Cyathobodoniae	WOR:591171	-9496	reject/absorbed	null
		-	Cyathobodoniae	WOR:591171	-9496	rank inversion	null
Protoperlina	GRY:1219996	-		null	-	sibling-sink mismatch	null
Protoperlina	GRY:1219996	=>	Protoperlina	GRY:1219996	-495490	reject/absorbed	null
Kigluaik phantom orthophasmavirus	ictv:ICTV:20164807	=>	Kigluaik phantom orthophasmavirusictv:ICTV:20164807	-2643	new/import	null
Lepidotermes simplex	TER:S0117-8	=>	Lepidotermes simplex	TER:S0117-8	-953672	new/impornull
Zorotypus (Zorotypus) hubbardi	ZOR:1218753	=>	Zorotypus (Zorotypus) hubbardi	ZOR:1218753	-902208	new/import	null
Sorellembiidae	EMB:1172302	=>	Sorellembiidae	EMB:1172302	-495432	new/import	null
Skalskiana	APH:1159440	=>	Skalskiana	APH:1159440	-937644	new/import	null
Karabasia paucinervis	COL:1171557	=>	Karabasia paucinervis	COL:1171557	-934398	new/impornull
Cerconychia brunnea	PLE:1157921	=>	Cerconychia brunnea	PLE:1157921	-950325	new/impornull
Ichthyophis billitonensis	AMP:1979	=>	Ichthyophis billitonensis	AMP:1979	-576780	new/import	null
Corbiculina	WOR:818186	=>	Corbiculina	WOR:818186	-13	new/import	null
Arinemia lanceolata	TPL:kew-2651059	=>	Arinemia lanceolata	TPL:kew-2651059	-618507	new/impornull
Rhizosolenianae	WOR:591196	-		null	-	sibling-sink mismatch	null
Rhizosolenianae	WOR:591196	=>	Rhizosolenianae	WOR:591196	-21870	reject/absorbed	null
Colpocephalum	PSO:1230572	=>	Colpocephalum	PSO:1230572	-873789	new/import	null
Colpocephalum	WOR:385074	-		null	-	promoted/internal	Menoponidae
		-	Colpocephalum	PSO:1230572	-873789	move to parent of former container, instead of to container	null
Timema knulli	PHA:1203890	=>	Timema knulli	PHA:1203890	-975982	new/import	null
Actinophryida	WOR:590588	=>	Actinophryida	WOR:590588	-6637	reject/absorbed	null
Permentomum	PSO:1223119	=>	Permentomum	PSO:1223119	-567271	new/import	null
Mirperus jaculus	COR:1186363	=>	Mirperus jaculus	COR:1186363	-934493	new/impornull
Pholidota	trunk:44c0fffb-1330-4beb-970f-83e9c22b00f8	=>	Pholidota	trunk:44c0fffb-1330-4beb-970f-83e9c22b00f8	-1015855	new/import	null
Pholidota	TPL:T17231	not=>	Pholidota	trunk:44c0fffb-1330-4beb-970f-83e9c22b00f8	-1015855	not-same/ranks	genus|order
Pholidota	TPL:T17231	=>	Pholidota	TPL:T17231	-256040	new/import	null
Lestoidea	trunk:8c9577ff-ff17-4acb-a5c3-07c444e5957c	=>	Lestoidea	trunk:8c9577ff-ff17-4acb-a5c3-07c444e5957c	-420483	new/import	null
Lestoidea	ODO:G0107	not=>	Lestoidea	trunk:8c9577ff-ff17-4acb-a5c3-07c444e5957c	-420483	not-same/ranks	genus|superfamily
Lestoidea	ODO:G0107	=>	Lestoidea	ODO:G0107	-568214	new/import	null
Pterygota	trunk:fa2fcee5-5e29-4d86-a478-28060f286801	=>	Pterygota	trunk:fa2fcee5-5e29-4d86-a478-28060f286801	-100989	new/import	null
Pterygota	WOR:151152	not=>	Pterygota	trunk:fa2fcee5-5e29-4d86-a478-28060f286801	-100989	not-same/ranks	subclass|genus
Pterygota	WOR:151152	=>	Pterygota	WOR:151152	-154708	reject/inconsistent	null
		-	Pterygota	WOR:151152	-154708	rank inversion	null
Placididia	WOR:590693	=>	Placididia	WOR:590693	-9499	new/import	null
		-	Placididia	WOR:590693	-9499	rank inversion	null
Timema monikensis	PHA:1203892	=>	Timema monikensis	PHA:1203892	-975991	new/impornull
Inthaeron	SPI:G0521	=>	Inthaeron	SPI:G0521	-561739	new/import	null
Potentilla anserina	TPL:rjp-33550	=>	Potentilla anserina	TPL:rjp-33550	-813968	new/impornull
Potentilla anserina	TPL:rjp-724	=>	Potentilla anserina	TPL:rjp-724	-814450	new/impornull
Potentilla anserina	WOR:535789	-	Potentilla anserina	TPL:rjp-33550	-813968	noinfo	null
Potentilla anserina	WOR:535789	-	Potentilla anserina	TPL:rjp-724	-814450	noinfo	null
Potentilla anserina	WOR:535789	-		null	-	ambiguous tip	2
Tanzaniophasma	MAN:1220581	=>	Tanzaniophasma	MAN:1220581	-866991	new/import	null
Eurycotis tristani	BLA:1179287	=>	Eurycotis tristani	BLA:1179287	-563906	new/impornull
Coscinodiscanae	WOR:591190	=>	Coscinodiscanae	WOR:591190	-21878	reject/inconsistent	null
Anisacanthini	PHA:1200199	-		null	-	sibling-sink mismatch	null
Anisacanthini	PHA:1200199	=>	Anisacanthini	PHA:1200199	-976037	reject/absorbed	null
Pirkimerus burmanus	LYG:1223036	=>	Pirkimerus burmanus	LYG:1223036	-961282	new/impornull
Zorotypus (Zorotypus) confirmans	ZOR:1224042	=>	Zorotypus (Zorotypus) confirmans	ZOR:1224042	-902211	new/import	null
Tajmyrella cretacea	APH:1159439	=>	Tajmyrella cretacea	APH:1159439	-962314	new/impornull
Thrinchinae	ORTH:1117310	=>	Thrinchinae	ORTH:1117310	-957231	reject/inconsistent	null
Freya	TPL:T9058	=>	Freya	TPL:T9058	-121433	new/import	null
Freya	SPI:G3572	-		null	-	not-placed/does-not-descend	null
Oscillochloridaceae	trunk:47a400dd-521d-482c-a696-7f8433867af6	=>	Oscillochloridaceae	trunk:47a400dd-521d-482c-a696-7f8433867af6	-7836	new/import	null
Oscillochloridaceae	WOR:571381	=>	Oscillochloridaceae	trunk:47a400dd-521d-482c-a696-7f8433867af6	-7836	same/parent+parent	Chloroflexales|Chloroflexales
Paratitan ovalis	ORTH:1144041	=>	Paratitan ovalis	ORTH:1144041	-931831	new/impornull
Sclerocypha	ODO:G0088	=>	Sclerocypha	ODO:G0088	-568244	new/import	null
Heliocypha bisignata	ODO:S0078-4	=>	Heliocypha bisignata	ODO:S0078-4	-880571	new/impornull
Anisodiplatys	DER:1181923	=>	Anisodiplatys	DER:1181923	-902256	new/import	null
Tarachodini	MNT:1185171	-		null	-	sibling-sink mismatch	null
Tarachodini	MNT:1185171	=>	Tarachodini	MNT:1185171	-902826	reject/absorbed	null
Actinobacteria	trunk:861183ef-48d2-48c8-891d-556c4dbed66e	=>	Actinobacteria	trunk:861183ef-48d2-48c8-891d-556c4dbed66e	-2241	new/import	null
Actinobacteria	trunk:06075375-d7d2-4331-afee-8269352078f7	=>	Actinobacteria	trunk:06075375-d7d2-4331-afee-8269352078f7	-1315	new/import	null
Actinobacteria	WOR:559510	-	Actinobacteria	trunk:06075375-d7d2-4331-afee-8269352078f7	-1315	noinfo	null
Actinobacteria	WOR:559510	-	Actinobacteria	trunk:861183ef-48d2-48c8-891d-556c4dbed66e	-2241	noinfo	null
Actinobacteria	WOR:559510	-		null	-	ambiguous internal	2
Actinobacteria	WOR:178057	-	Actinobacteria	trunk:06075375-d7d2-4331-afee-8269352078f7	-1315	noinfo	null
Actinobacteria	WOR:178057	-	Actinobacteria	trunk:861183ef-48d2-48c8-891d-556c4dbed66e	-2241	noinfo	null
Actinobacteria	WOR:178057	-		null	-	ambiguous internal	2
Actinobacteria	WOR:559510	=>	Actinobacteria	WOR:559510	-6334	reject/absorbed	null
Actinobacteria	WOR:178057	=>	Actinobacteria	WOR:178057	-6335	reject/absorbed	null
		-	Actinobacteria	WOR:178057	-6335	rank inversion	null
Phaneropterinae	ORTH:1135953	=>	Phaneropterinae	ORTH:1135953	-956979	reject/inconsistent	null
Ensiferophasmatidae	MAN:1220574	=>	Ensiferophasmatidae	MAN:1220574	-495520	new/impornull
Goniocotes	PSO:1224348	=>	Goniocotes	PSO:1224348	-873793	new/import	null
Goniocotes	WOR:385083	-		null	-	promoted/internal	Philopteridae
		-	Goniocotes	PSO:1224348	-873793	move to parent of former container, instead of to container	null
Millettia	TPL:T14279	=>	Millettia	TPL:T14279	-1040579	new/import	null
Millettia	WOR:484675	-		null	-	not-placed/does-not-descend	null
Eumastacopini	ORTH:1119463	-		null	-	sibling-sink mismatch	null
Eumastacopini	ORTH:1119463	=>	Eumastacopini	ORTH:1119463	-975196	reject/absorbed	null
Cerconychia	PLE:1157919	=>	Cerconychia	PLE:1157919	-927083	new/import	null
Platycleidini	ORTH:1142085	=>	Platycleidini	ORTH:1142085	-974599	reject/inconsistent	null
Pelagophycia	WOR:591213	-		null	-	sibling-sink mismatch	null
Pelagophycia	WOR:591213	=>	Pelagophycia	WOR:591213	-15370	reject/absorbed	null
Arinemia	TPL:T2473	=>	Arinemia	TPL:T2473	-504347	new/import	null
Menopon	PSO:1225507	=>	Menopon	PSO:1225507	-873786	new/import	null
Menopon	WOR:385089	-		null	-	promoted/internal	Menoponidae
		-	Menopon	PSO:1225507	-873786	move to parent of former container, instead of to container	null
Pentapsocidium indistinctum	PSO:1223118	=>	Pentapsocidium indistinctum	PSO:1223118	-874286	new/import	null
Petascelini	COR:1189585	-		null	-	sibling-sink mismatch	null
Petascelini	COR:1189585	=>	Petascelini	COR:1189585	-959505	reject/absorbed	null
Electromantis sukatshevae	MNT:1186188	=>	Electromantis sukatshevae	MNT:1186188	-902734	new/import	null
Lonchodinae	PHA:1200524	=>	Lonchodinae	PHA:1200524	-931946	new/refinement	null
Leguminosae	TPL:T103	=>	Leguminosae	TPL:T103	-1041638	reject/inconsistent	null
Antonaphis	APH:1159433	=>	Antonaphis	APH:1159433	-937642	new/import	null
Pirkimerus bellus	LYG:1223035	=>	Pirkimerus bellus	LYG:1223035	-961280	new/impornull
Prinos confertus	TPL:kew-2405280	=>	Prinos confertus	TPL:kew-2405280	-618509	new/impornull
Bdelloidea	trunk:5a05401e-9044-41ef-b0ba-cee8a1b4c191	=>	Bdelloidea	trunk:5a05401e-9044-41ef-b0ba-cee8a1b4c191	-491862	new/import	null
Bdelloidea	trunk:df98f01e-4de5-497b-9306-349555e441aa	=>	Bdelloidea	trunk:df98f01e-4de5-497b-9306-349555e441aa	-70650	new/import	null
Bdelloidea	WOR:762069	-	Bdelloidea	trunk:df98f01e-4de5-497b-9306-349555e441aa	-70650	noinfo/lineage	Prostigmata|Rotifera
Bdelloidea	WOR:762069	=>	Bdelloidea	trunk:5a05401e-9044-41ef-b0ba-cee8a1b4c191	-491862	same/parent+parent	Prostigmata|Prostigmata
Bdelloidea	WOR:17968	-	Bdelloidea	trunk:5a05401e-9044-41ef-b0ba-cee8a1b4c191	-491862	noinfo/lineage	Rotifera|Prostigmata
Bdelloidea	WOR:17968	=>	Bdelloidea	trunk:df98f01e-4de5-497b-9306-349555e441aa	-70650	same/parent+parent	Rotifera|Rotifera
Pirkimerus japonicus	LYG:1208656	=>	Pirkimerus japonicus	LYG:1208656	-961284	new/impornull
Diptera	trunk:c613e906-c036-49bb-8edf-5ce10346abb4	=>	Diptera	trunk:c613e906-c036-49bb-8edf-5ce10346abb4	-420395	new/import	null
Diptera	TPL:T7454	not=>	Diptera	trunk:c613e906-c036-49bb-8edf-5ce10346abb4	-420395	not-same/ranks	genus|order
Diptera	TPL:T7454	=>	Diptera	TPL:T7454	-439896	new/import	null
Diptera	WOR:118088	not=>	Diptera	TPL:T7454	-439896	not-same/ranks	order|genus
Diptera	WOR:118088	=>	Diptera	trunk:c613e906-c036-49bb-8edf-5ce10346abb4	-420395	same/parent+parent	Pterygota|Pterygota
Appendicularia	TPL:T2310	=>	Appendicularia	TPL:T2310	-542463	new/import	null
Appendicularia	WOR:146421	not=>	Appendicularia	TPL:T2310	-542463	not-same/ranks	class|genus
Appendicularia	WOR:146421	=>	Appendicularia	WOR:146421	-24514	new/import	null
Cretomantis	MNT:1186185	=>	Cretomantis	MNT:1186185	-866759	new/import	null
Feraviridae	ictv:ICTV:Feraviridae	=>	Feraviridae	ictv:ICTV:Feraviridae	-1155	new/impornull
Ischnoptera vitticollis	BLA:1179293	=>	Ischnoptera vitticollis	BLA:1179293	-563899	new/impornull
Heliocypha perforata	ODO:S0078-8	=>	Heliocypha perforata	ODO:S0078-8	-880576	new/impornull
Pirkimerus esakii	LYG:1208597	=>	Pirkimerus esakii	LYG:1208597	-961276	new/impornull
Amphibia	AMP:Amphibia	=>	Amphibia	AMP:Amphibia	-316493	reject/absorbed	null
Amphibia	WOR:178701	=>	Amphibia	AMP:Amphibia	-316493	same/parent+parent	Tetrapoda|Tetrapoda
Opalozoa	WOR:582466	=>	Opalozoa	WOR:582466	-6640	reject/absorbed	null
Compositae	TPL:T101	=>	Compositae	TPL:T101	-123665	reject/inconsistent	null
Compositae	WOR:867905	=>	Compositae	TPL:T101	-123665	same/primary-name	Compositae
Mirperus	COR:1186359	=>	Mirperus	COR:1186359	-909975	new/import	null
Necrosciini	PHA:1202648	-		null	-	sibling-sink mismatch	null
Necrosciini	PHA:1202648	=>	Necrosciini	PHA:1202648	-957393	reject/absorbed	null
Pseudolycopodium	PPG:Pteridophyte-Phylogeny-Group1-17	=>	Pseudolycopodium	PPG:Pteridophyte-Phylogeny-Group1-17	-63227	new/import	null
Pseudolycopodium	TPL:T18530	=>	Pseudolycopodium	PPG:Pteridophyte-Phylogeny-Group1-17	-63227	same/primary-name	Pseudolycopodium
Succinipatopsis balticus	ONY:G051-1	=>	Succinipatopsis balticus	ONY:G051-1	-66320	new/import	null
Galbulimima belgraveana	TPL:kew-246675	=>	Galbulimima belgraveana	TPL:kew-246675	-394015	new/impornull
Ennepta myricoides	TPL:kew-2789402	=>	Ennepta myricoides	TPL:kew-2789402	-618506	new/impornull
Characiphysae	trunk:5925858f-7c0a-4bd6-bd23-3c288ab42d42	=>	Characiphysae	trunk:5925858f-7c0a-4bd6-bd23-3c288ab42d42	-923402	new/import	null
		-	Characiphysae	trunk:5925858f-7c0a-4bd6-bd23-3c288ab42d42	-923402	rank inversion	null
Zachaenus	AMP:Zachaenus	=>	Zachaenus	AMP:Zachaenus	-2	new/import	null
Bicosoecia	WOR:582465	=>	Bicosoecia	WOR:582465	-9501	reject/absorbed	null
		-	Bicosoecia	WOR:582465	-9501	rank inversion	null
Perlodini	PLE:1157429	-		null	-	sibling-sink mismatch	null
Perlodini	PLE:1157429	=>	Perlodini	PLE:1157429	-950394	reject/absorbed	null
Oxyothespinae	MNT:1184627	=>	Oxyothespinae	MNT:1184627	-866800	new/refinement	null
Acantharia	trunk:c2ca5b46-1953-463a-a2b4-50bfde9f2353	=>	Acantharia	trunk:c2ca5b46-1953-463a-a2b4-50bfde9f2353	-9051	new/import	null
Acantharia	TPL:T792	not=>	Acantharia	trunk:c2ca5b46-1953-463a-a2b4-50bfde9f2353	-9051	not-same/ranks	genus|class
Acantharia	TPL:T792	=>	Acantharia	TPL:T792	-1040706	new/import	null
Acantharia	WOR:586732	not=>	Acantharia	TPL:T792	-1040706	not-same/ranks	class|genus
Acantharia	WOR:586732	=>	Acantharia	trunk:c2ca5b46-1953-463a-a2b4-50bfde9f2353	-9051	same/parent+parent	Rhizaria|Rhizaria
Astrorhizoidea	WOR:465767	=>	Astrorhizoidea	WOR:465767	-45212	new/refinement	null
Dromaius novaehollandiae diemenensis	IOC:7edb27c25724c0a8b6e7633b280ebe52	=>	Dromaius novaehollandiae diemenensis	IOC:7edb27c25724c0a8b6e7633b280ebe52	-1094231	new/import	null
Paraphenopterum	GRY:1220067	=>	Paraphenopterum	GRY:1220067	-495906	new/import	null
Heliocypha biseriata	ODO:S0078-3	=>	Heliocypha biseriata	ODO:S0078-3	-880575	new/impornull
Galbulimima	TPL:T9139	=>	Galbulimima	TPL:T9139	-257852	new/import	null
Ancylopsocus	PSO:1223125	=>	Ancylopsocus	PSO:1223125	-567270	new/import	null
Ancylopsocus	PSO:1198513	=>	Ancylopsocus	PSO:1198513	-931989	new/import	null
Timema coffmani	PHA:1203885	=>	Timema coffmani	PHA:1203885	-975984	new/import	null
Dryopteridacae	TPL:T661	=>	Dryopteridacae	TPL:T661	-410804	reject/absorbed	null
		-	Dryopteridacae	TPL:T661	-410804	rank inversion	null
Cithaeron jocqueorum	SPI:S06061	=>	Cithaeron jocqueorum	SPI:S06061	-856657	new/impornull
Schizoneurites robustus	APH:1159424	=>	Schizoneurites robustus	APH:1159424	-962319	new/impornull
Chaetocerotanae	WOR:591197	-		null	-	sibling-sink mismatch	null
Chaetocerotanae	WOR:591197	=>	Chaetocerotanae	WOR:591197	-21869	reject/absorbed	null
Tritogenia karkloofia	EET:EOL-Earthworm-Patch-5710	=>	Tritogenia karkloofia	EET:EOL-Earthworm-Patch-5710	-161097	new/import	null
Herpetosiphonaceae	trunk:c5a42849-bba1-42d2-ac18-82167f6b46e6	=>	Herpetosiphonaceae	trunk:c5a42849-bba1-42d2-ac18-82167f6b46e6	-7833	new/import	null
Herpetosiphonaceae	WOR:564348	=>	Herpetosiphonaceae	trunk:c5a42849-bba1-42d2-ac18-82167f6b46e6	-7833	same/parent+parent	Herpetosiphonales|Herpetosiphonales
Anura	trunk:6527b635-082d-4a45-bf06-7610708705c9	=>	Anura	trunk:6527b635-082d-4a45-bf06-7610708705c9	-316489	new/import	null
Anura	TPL:T2183	not=>	Anura	trunk:6527b635-082d-4a45-bf06-7610708705c9	-316489	not-same/ranks	genus|order
Anura	TPL:T2183	=>	Anura	TPL:T2183	-122429	new/import	null
Fragilariophycanae	WOR:591199	=>	Fragilariophycanae	WOR:591199	-21864	reject/inconsistent	null
Timema poppensis	PHA:1203898	=>	Timema poppensis	PHA:1203898	-975990	new/impornull
Cerconychia sapa	PLE:1157923	=>	Cerconychia sapa	PLE:1157923	-950323	new/impornull
Lemmatophorina	GRY:1219997	-		null	-	sibling-sink mismatch	null
Lemmatophorina	GRY:1219997	=>	Lemmatophorina	GRY:1219997	-495480	reject/absorbed	null
Blattellinae	BLA:1174511	=>	Blattellinae	BLA:1174511	-904154	reject/inconsistent	null
Jonviridae	ictv:ICTV:Jonviridae	=>	Jonviridae	ictv:ICTV:Jonviridae	-1154	new/impornull
Sorellembia	EMB:1172303	=>	Sorellembia	EMB:1172303	-563462	new/import	null
Paleognathae	IOC:2b4e5e944dabbf41930904d59ab8feb3	=>	Paleognathae	IOC:2b4e5e944dabbf41930904d59ab8feb3	-1041655	reject/absorbed	null
Archidermapteron martynovi	DER:1181926	=>	Archidermapteron martynovi	DER:1181926	-927004	new/import	null
Temnomastacinae	ORTH:1119665	=>	Temnomastacinae	ORTH:1119665	-957155	new/refinement	null
Cretoperipatus	ONY:G050	=>	Cretoperipatus	ONY:G050	-48026	new/import	null
Hyalymenus (Hyalymenus) walkeri	COR:1186462	=>	Hyalymenus (Hyalymenus) walkeri	COR:1186462	-959473	new/import	null
Micrelytrinae	COR:1186515	=>	Micrelytrinae	COR:1186515	-934746	new/refinement	null
Juramantophasma	MAN:1220689	=>	Juramantophasma	MAN:1220689	-866992	new/import	null
Pseudonirmus	PSO:1224527	=>	Pseudonirmus	PSO:1224527	-873792	new/import	null
Pseudonirmus	WOR:384817	-		null	-	promoted/internal	Philopteridae
		-	Pseudonirmus	PSO:1224527	-873792	move to parent of former container, instead of to container	null
Pirkimerus qadrii	LYG:1223043	=>	Pirkimerus qadrii	LYG:1223043	-961281	new/impornull
Telonemea	WOR:582426	=>	Telonemea	WOR:582426	-2434	reject/absorbed	null
Leptotettigini	ORTH:1139701	-		null	-	sibling-sink mismatch	null
