id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1172687	typeSpecies	Rocha e Silva & Aguiar. 1977. Familia Blaberidae da localidade Sinop, Estado de Mato Grosso, Brasil (Dictyoptera). Boletim do Museu Paraense Emilio Goeldi. Nova série Zoologia (Bol. Mus. Para. Emilio Goeldi Nov. Ser. Zool.) 88:9	Alvarengaia fulvocastanea Rocha e Silva & Aguiar, 1977								
1172689	typeSpecies	Saussure. 1893. Soc. ent. 8:67	Capucina cucullata Saussure, 1893								
1172692	typeSpecies	Hebard. 1931. Die Ausbeute der Deutschen Chaco Expedition 1925-26. Orthoptera. Konowia 10:511	Zetobora emarginata Burmeister, 1838								
1172704	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 511	Zetobora emarginata Burmeister, 1838								
1172705	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 14	Blatta ovata Blanchard, 1851								
1172713	typeSpecies	Saussure. 1862. Rev. Mag. Zool. 2(14):232	Phortioeca peruana Saussure, 1862								
1172723	typeSpecies	Rehn, J. A. G. 1937. New or little known Neotropical Blattidae (Orthoptera). Number four. Transactions of the American Entomological Society 63:235	Phortioecoides guarani Rehn, 1937								
1172725	typeSpecies	Rehn, J. A. G. 1916. The Stanford Expedition to Brazil, 1911. J.C. Branner, Director. Dermaptera and Orthoptera I. Proceedings of the Academy of Natural Sciences of Philadelphia 42:240	Schistopeltis peculiaris Rehn, 1916								
1172729	typeSpecies	Saussure. 1864. Mem. Hist. nat. Mexique 4:85	Blatta fissicollis Serville, 1838								
1172732	typeSpecies	Roth, L. M. 1973. Brazilian cockroaches found in birds' nests, with descriptions of new genera and species (Dictyoptera: Blattaria: Blaberidae and Blattellidae). Proceedings of the Entomological Society of Washington 75(1):1-27	Schultesia lampyridiformis Roth, 1973								
1172735	typeSpecies	Grandcolas. 1991[1990]. Descriptions de nouvelles Zetoborinae guyanaises avec quelques re-marques sur la sous-famille [Dict Blattaria Blaberidae]. Bulletin de la Société entomologique de France (Bull. Soc. entomol. Fr.) 95:243	Thanatophyllum akinetum Grandcolas, 1991								
1172737	typeSpecies	Saussure. 1862. Rev. Mag. Zool. 2(14):85	Blatta spectrum Eschscholtz, 1822								
1172751	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 510	Zetobora conspersa Burmeister, 1838								
1172752	typeSpecies	Shelford. 1908. On a small collection of Blattidae in the Naturhistorischen Museum zu Wiesbaden. Jahrb. Nassau. Ver. Naturk. Wiesbaden 61:339	Apsidopis oniscosoma Saussure, 1895								
1172755	typeSpecies	Burmeister. 1838. Handb. Ent. 2(2):510	Zetobora signaticollis Burmeister, 1838								
1172764	typeSpecies	Saussure. 1862. Rev. Mag. Zool. 2(14):232	Zetobora monastica Saussure, 1862								
1172765	typeSpecies	Hebard. 1921. South American Blattidae from the Museum National d'Histoire Naturelle, Paris, France. Proceedings of the Academy of Natural Sciences of Philadelphia 73(2):211	Zetoborella gemmicula Hebard, 1921								
1172768	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 52	Blatta (Nauphoeta) circumdata Haan, 1842								
1172795	typeSpecies	Saussure. 1864. 325	Prosoplecta (Diploptera) silpha Saussure, 1864								
1172797	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 102	Blatta dytiscoides Serville, 1838								
1172809	typeSpecies	Tepper. 1893. The Blattariae of Australia and Polynesia. Trans. R. Soc. S. Austral. 17:68	Geoscapheus robustus Tepper, 1893								
1172819	typeSpecies	Brunner von Wattenwyl. 1893. 346	Plana dilatata Saussure, 1864								
1172820	typeSpecies	Saussure. 1895. Révision de la tribu des Panesthiens et de celle des Épilampriens (Orthoptères de la famille des Blattides). Revue Suisse de Zoologie 3:329	Macropanesthia rhinoceros Saussure, 1895								
1172833	typeSpecies	Saussure. 1895. Révision de la tribu des Panesthiens et de celle des Épilampriens (Orthoptères de la famille des Blattides). Revue Suisse de Zoologie 3:150	Panesthia kraussiana Saussure, 1873								
1172834	typeSpecies	Roth, L. M. 1977. A taxonomic revision of the Panesthiinae of the world. I. The Panesthiinae of Australia (Dictyoptera: Blattaria: Blaberidae). Australian Journal of Zoology Suppl. Ser. 48:49	Neogeoscapheus dahmsi Roth, 1977								
1172838	typeSpecies	Roth, L. M. 1977. A taxonomic revision of the Panesthiinae of the world. I. The Panesthiinae of Australia (Dictyoptera: Blattaria: Blaberidae). Australian Journal of Zoology Suppl. Ser. 48:176	Geoscapheus giganteus Tepper, 1894								
1172843	typeSpecies	Burmeister. 1838. Handb. Ent. 2(2):116	Blatta complanata Perty, 1832								
1172847	typeSpecies	Scudder. 1862. Boston J. nat. Hist. 7:422	Pycnoscelus obscurus Scudder, 1862								
1172876	typeSpecies	Tepper. 1894. The Blattariae of Australia and Polynesia. Supplementary and additional descriptions and notes. Trans. R. Soc. S. Aust. 18:174	Epilampra tatei Tepper, 1894								
1172879	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 424	Blatta surinamensis Linnaeus, 1758								
1172880	typeSpecies	Saussure & Zehntner. 1895. 284	Parahormetica bengalensis Saussure, 1869								
1172886	typeSpecies	Grandcolas. 1993. Monophylie et structure phylogénétique des (Blaberinae + Zetoborinae + Gyninae + Diplopterinae) (Dictyoptera: Blaberidae). Bulletin de la Société entomologique de France (Bull. Soc. entomol. Fr.) 29(2):103	Stilpnoblatta nugax Rehn, 1937								
1172892	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 72	Gyna capucina Gerstaecker, 1883								
1172939	typeSpecies	Kirby, W. F. 1896. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 6(18):258	Trichomera insignata Kirby, 1896								
1172940	typeSpecies	Grandcolas. 1993. Monophylie et structure phylogénétique des (Blaberinae + Zetoborinae + Gyninae + Diplopterinae) (Dictyoptera: Blaberidae). Bulletin de la Société entomologique de France (Bull. Soc. entomol. Fr.) 29(2):199	Paraprincisaria malagassa Grandcolas, 1993								
1172946	typeSpecies	Roth, L. M. & Princis. 1971. Pseudocalolampra, a new genus of cockroach from Africa (Dictyoptera: Blaberidae). Proceedings of the Entomological Society of Washington 73:330	Pseudocalolampra inexpectata Roth & Princis, 1971								
1172953	typeSpecies	Rehn, J. A. G. 1928. New or little known Neotropical Blattidae (Orthoptera). Number one. Transactions of the American Entomological Society 54:191	Cariacasia capucina Rehn, 1928								
1172955	typeSpecies	Hebard. 1919. Studies in the Dermaptera and Orthoptera of Colombia. First Paper. Dermaptera and Orthopterous Families Blattidae, Mantidae and Phasmidae. Transactions of the American Entomological Society 45:121	Colapteroblatta compsa Hebard, 1919								
1172956	typeSpecies	Hebard. 1919. Studies in the Dermaptera and Orthoptera of Colombia. First Paper. Dermaptera and Orthopterous Families Blattidae, Mantidae and Phasmidae. Transactions of the American Entomological Society 45:127	Acroporoblatta adenophora Hebard, 1919								
1172957	typeSpecies	Rehn, J. A. G. 1930. New or little known Neotropical Blattidae (Orthoptera), Number two. Transactions of the American Entomological Society 56(1):206	Parasphaeria nigra Brunner von Wattenwyl, 1892								
1172958	typeSpecies	Hebard. 1919. Studies in the Dermaptera and Orthoptera of Colombia. First Paper. Dermaptera and Orthopterous Families Blattidae, Mantidae and Phasmidae. Transactions of the American Entomological Society 45:125	Poroblatta cylindrica Hebard, 1919								
1172974	typeSpecies	Rehn, J. A. G. 1930. New or little known Neotropical Blattidae (Orthoptera), Number two. Transactions of the American Entomological Society 56(1):431	Homalopteryx scotti Shelford, 1912								
1172977	typeSpecies	Kirby, W. F. 1903. Notes on Blattidae &c., with descriptions of new genera and species in the collection of the British Museum, South Kensington. No. II. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 7 12:272	Blatta brasiliensis Fabricius, 1775								
1173035	typeSpecies	Shelford. 1910. Orthoptera. Fam. Blattidae, subfam. Epilamprinae. Genera Insectorum 101:345	Calolampra carinulata Saussure, 1895								
1173036	typeSpecies	Saussure. 1862. Rev. Mag. Zool. 2(14):228	Epilampra mexicana Saussure, 1862								
1173073	typeSpecies	Hebard. 1926. The Blattidae of French Guiana. Proceedings of the Academy of Natural Sciences of Philadelphia 78:237	Galiblatta cribrosa Hebard, 1926								
1173076	typeSpecies	Roth, L. M. 1974. A new cockroach genus (Gurneya) previously confused with Pinaconota. (Blaberidae: Epilamprinae). Psyche 81:149	Ischnoptera obliqua Walker, 1869								
1173078	typeSpecies	Hebard. 1929. Studies in Malayan Blattidae (Orthoptera). Proceedings of the Academy of Natural Sciences of Philadelphia 81:51	Blatta (Epilampra) macassariensis Haan, 1842								
1173094	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 196	Homalopteryx capucina Brunner von Wattenwyl, 1865								
1173098	typeSpecies	Roth, L. M. 1981. The non-Australian species of "Calolampra" (Dictyoptera: Blattaria: Blaberidae). Entomologica Scandinavica 12(4):34	Homalopteryx obscurifrons Stål, 1877								
1173100	typeSpecies	Roth, L. M. 1981. The non-Australian species of "Calolampra" (Dictyoptera: Blattaria: Blaberidae). Entomologica Scandinavica 12(4):28	Epilampra marginata Brunner von Wattenwyl, 1893								
1173102	typeSpecies	Hebard. 1920[1919]. The Blattidae of Panama. American Entomological Society Memoirs 4:58	Calolampra bispinosa Saussure, 1893								
1173115	typeSpecies	Shelford. 1906. Studies of the Blattidae. III. Some new Blattidae from Sarawak, Borneo, in the Hope Department, Oxford University Museum. Trans. Ent. Soc. Lond.(2):272	Miroblatta petrophila Shelford, 1906								
1173118	typeSpecies	Stål. 1874. Bih. Sv. Vet. Akad. Handl. 2(13):309	Epilampra inquinata Stål, 1860								
1173123	typeSpecies	Shelford. 1910. Orthoptera. Fam. Blattidae, subfam. Epilamprinae. Genera Insectorum 101:179	Epilampra maculata Brunner von Wattenwyl, 1865								
1173142	typeSpecies	Princis. 1958. Revision der Walkerschen und Kirbyschen Blatterientypen im British Museum of Natural History, London II. Opuscula Entomologica 23:36	Epilampra imperatoria Stål, 1877								
1173143	typeSpecies	Saussure. 1862. Rev. Mag. Zool. 2(14):227	Notolampra lucida Saussure, 1862								
1173148	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 482	Polyzosteria orientalis Burmeister, 1838								
1173153	typeSpecies	Gurney & L. M. Roth. 1976. Two new genera of cockroaches from India and Peru (Dictyoptera: Blattaria, Blaberidae). Proceedings of the Entomological Society of Washington 78(1):88	Orchidoeca peruvia Gurney & Roth, 1976								
1173155	typeSpecies	Saussure. 1862. Rev. Mag. Zool. 2(14):43	Phoraspis pallens Serville, 1831								
1173161	typeSpecies	Serville. 1831. Revue méthodologique des insectes de l'ordre des Orthoptères. Annales des Sciences naturelles (Ann. Sci. nat.) Zoologie 22:76	Blatta picta Drury, 1782								
1173185	typeSpecies	Stål. 1874. Bih. Sv. Vet. Akad. Handl. 2(13):279	Blatta convexa Thunberg, 1826								
1173186	typeSpecies	Gistel. 1848. Naturgesch. Thierreichs, Stuttgart 137	Hys cruentatus Gistel, 1848								
1173187	typeSpecies	Saussure. 1895. Révision de la tribu des Panesthiens et de celle des Épilampriens (Orthoptères de la famille des Blattides). Revue Suisse de Zoologie 3:165	Blatta bifasciata Saussure, 1862								
1173192	typeSpecies	Bei-Bienko. 1969. New genera and species of cockroaches (Blattoptera) from tropical and subtropical Asia. Entom. Obozr. 48(4):843	Placoblatta rugosa Bei-Bienko, 1969								
1173194	typeSpecies	Kirby, W. F. 1903. Notes on Blattidae &c., with descriptions of new genera and species in the collection of the British Museum, South Kensington. No. II. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 7 12:505	Epilampra verticalis Burmeister, 1838								
1173212	typeSpecies	Gurney & L. M. Roth. 1976. Two new genera of cockroaches from India and Peru (Dictyoptera: Blattaria, Blaberidae). Proceedings of the Entomological Society of Washington 78(1):11	Audreia pulchra Shelford, 1910								
1173215	typeSpecies	Kirby, W. F. 1903. Notes on Blattidae &c., with descriptions of new genera and species in the collection of the British Museum, South Kensington. No. II. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 7 12:505	Epilampra nebulosa Burmeister, 1838								
1173236	typeSpecies	Kirby, W. F. 1903. Notes on Blattidae &c., with descriptions of new genera and species in the collection of the British Museum, South Kensington. No. II. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 7 12:196	Epilampra praecipua Walker, 1868								
1173413	typeSpecies	Kirby, W. F. 1903. Notes on Blattidae &c., with descriptions of new genera and species in the collection of the British Museum, South Kensington. No. II. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 7 12:185	Epilampra dilatata Brunner von Wattenwyl, 1865								
1173414	typeSpecies	Hebard. 1929. Studies in Malayan Blattidae (Orthoptera). Proceedings of the Academy of Natural Sciences of Philadelphia 81:195	Epilampra vasta Walker, 1868								
1173415	typeSpecies	Anisyutkin. 1999. New cockroaches of the subfamily Epilamprinae, with description of a new genus Rhabdoblattella (Dictyoptera, Blaberidae). Zoosystematica Rossica 8(2):253	Rhabdoblattella cambodiensis Anisyutkin, 1999								
1173420	typeSpecies	Hanitsch. 1930. Blattidae collected by H. R. H. Prince Léopold of Belgium during a tour in the east. Preliminary diagnoses. Bull. Ann. Soc. Entomol. Belgique 70:505	Epilampra lurida Burmeister, 1838								
1173448	typeSpecies	Saussure. 1862. Rev. Mag. Zool. 2(14):228	Phoraspis (Thorax) porcellana Saussure, 1862								
1173451	typeSpecies	Brunner von Wattenwyl. 1865. Nouveau Système des Blattaires., G. Braumüller, Vienna 164	Paraphoraspis notata Brunner von Wattenwyl, 1865								
1173452	typeSpecies	Roth, L. M. 2002. In Roth, L. M. & Rivault. Cockroaches from some islands in the Indian Ocean: La Reunion, Comoro, and Seychelles (Dictyoptera: Blattaria). Transactions of the American Entomological Society (Philadelphia) 128(1):68	Ylangella truncata Roth, 2002								
1173455	typeSpecies	Anisyutkin. 1999. Cockroaches of the subfamily Epilamprinae (Dictyoptera, Blaberidae) of Indochina. Entom. Obozr. 78(3):570	Calolamprodes (Brachycalolamprodes) gorochovi Anisyutkin, 1999								
1173457	typeSpecies	Bei-Bienko. 1969. New genera and species of cockroaches (Blattoptera) from tropical and subtropical Asia. Entom. Obozr. 48(4):28	Epilampra laevis Brunner von Wattenwyl, 1893								
1173466	typeSpecies	Roth, L. M. 1995. Africalolampra ehrmanni new genus and species, and the male of Paraplecta parva Princis (Blattaria: Blaberidae). Psyche 102(1-2):90	Africalolampra ehrmanni Roth, 1995								
1173468	typeSpecies	Roth, L. M. 1973. Brazilian cockroaches found in birds' nests, with descriptions of new genera and species (Dictyoptera: Blattaria: Blaberidae and Blattellidae). Proceedings of the Entomological Society of Washington 75(1):149	Ischnoptera sicca Walker, 1869								
1173470	typeSpecies	Bei-Bienko. 1969. New genera and species of cockroaches (Blattoptera) from tropical and subtropical Asia. Entom. Obozr. 48(4):841	Anisolampra panfilovi Bei-Bienko, 1969								
1173472	typeSpecies	Hebard. 1933. Studies in the Dermaptera and Orthoptera of Colombia. Supplement to papers one to five. Material received since previous publications. Transactions of the American Entomological Society 59(1):27	Antioquita punctigera Hebard, 1933								
1173475	typeSpecies	Saussure. 1895. Révision de la tribu des Panesthiens et de celle des Épilampriens (Orthoptères de la famille des Blattides). Revue Suisse de Zoologie 3:338	Apsidopis cyclops Saussure, 1895								
1173478	typeSpecies	Saussure. 1864. Rev. Mag. Zool. 2(16):326	Aptera lenticularis Saussure, 1864								
1173479	typeSpecies	Stål. 1871. Ofv. Sv. Vet. Akad. Forhandl. 28(3):484	Perisphaeria cingulata Burmeister, 1838								
1173488	typeSpecies	Tepper. 1893. The Blattariae of Australia and Polynesia. Trans. R. Soc. S. Austral. 17:123	Ataxigamia tatei Tepper, 1893								
1173491	typeSpecies	Burmeister. 1838. Handb. Ent. 2(2):486	Blepharodera ciliata Burmeister, 1838								
1173492	typeSpecies	Walker, F. 1868. Catalogue of the Specimens of Blattariae in the Collection of the British Museum, British Museum (Natural History), London 44	Culama pilosa Walker, 1868								
1173493	typeSpecies	Uvarov. 1939. Twenty-four new generic names in Orthoptera. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 11 3:44	Culama pilosa Walker, 1868								
1173494	typeSpecies	Saussure. 1891. Soc. ent. 6:486	Blepharodera ciliata Burmeister, 1838								
1173495	typeSpecies	Shelford. 1909. Descriptions of some new genera and species of Blattidae. (Orth.). Deutsche Entomologische Zeitschrift (Deutsch. entomol. Z.) 5:363	Hyposphaeria burri Karny, 1908								
1173500	typeSpecies	Saussure. 1893. Soc. ent. 8:170	Epilampra gracilis Brunner von Wattenwyl, 1865								
1173505	typeSpecies	Tepper. 1893. The Blattariae of Australia and Polynesia. Trans. R. Soc. S. Austral. 17:149	Ischnoptera punctosa Walker, 1869								
1173541	typeSpecies	Hebard. 1920[1919]. The Blattidae of Panama. American Entomological Society Memoirs 4:109	Capucinella delicatula Hebard, 1920								
1173545	typeSpecies	Rehn, J. A. G. 1903. Studies in American Blattidae. Transactions of the American Entomological Society 29:283	Pelloblatta lata Rehn, 1903								
1173548	typeSpecies	Saussure. 1893. Soc. ent. 8:215	Blatta luteola Blanchard, 1843								
1173554	typeSpecies	Shelford. 1909. Descriptions of some new genera and species of Blattidae. (Orth.). Deutsche Entomologische Zeitschrift (Deutsch. entomol. Z.) 5:620	Anchoblatta peruana Shelford, 1909								
1173557	typeSpecies	Saussure. 1897[1894]. Anal. Inst. fis. -geogr. Costa Rica 7:137	Biolleya alaris Saussure, 1897								
1173559	typeSpecies	Burmeister. 1838. Handb. Ent. 2(2):507	Panchlora pulchella Burmeister, 1838								
1173625	typeSpecies	Hebard. 1919. A new genus and species of roach from the United States and tropical America. Transactions of the American Entomological Society 45:300	Pycnosceloides aporus Hebard, 1919								
1173627	typeSpecies	Shaw. 1925. Proc. Linn. Soc. N. S. Wales 50:415	Heteroplana thomsoni Kirby, 1903								
1173653	typeSpecies	Uvarov. 1940. Twenty-eight new generic names in Orthoptera. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 5 11(8):415	Heteroplana thomsoni Kirby, 1903								
1173654	typeSpecies	Kirby, W. F. 1903. Notes on Blattidae &c., with descriptions of new genera and species in the collection of the British Museum, South Kensington. No. I. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 7 11:415	Heteroplana thomsoni Kirby, 1903								
1173655	typeSpecies	Sergeev. 1984. A new genus of cockroaches of the subfamily Panesthiinae (Blattariae, Blaberidae) from Vietnam. Zoolog. Zh. 63(12):1896	Annamoblatta vietnamica Sergeev, 1984								
1173657	typeSpecies	Stål. 1877. Ofv. Sv. Vet. Akad. Forhandl. 34(10):286	Panesthia mandarinea Saussure, 1869								
1173664	typeSpecies	Caudell. 1924. Philippine Journal of Science (Philipp. J. Sci.) 24:190	Panesthia saussurei Wood-Mason, 1876								
1173665	typeSpecies	Kirby, W. F. 1903. Notes on Blattidae &c., with descriptions of new genera and species in the collection of the British Museum, South Kensington. No. I. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 7 11:287	Panesthia forceps Saussure, 1869								
