uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
1179577	|	1179517	|	Chelisoches persimilis	|	species	|		|	
1179578	|	1181634	|	Carcinophora croceipes	|	species	|		|	
1179579	|	1181471	|	Opisthocosmia silvestris	|	species	|		|	
1179580	|	1179480	|	Ancistrogaster mendesi	|	species	|		|	
1179581	|	1181794	|	Cosmiella brasiliensis	|	species	|		|	
1179582	|	1181246	|	Forcepsia	|	genus	|		|	
1179583	|	1179582	|	Forcepsia pulla	|	species	|		|	
1179585	|	1181235	|	Proreus ramamurthii	|	species	|		|	
1179586	|	1180697	|	Cranopygia livingstoni	|	species	|		|	
1179587	|	1181675	|	Genitalata	|	genus	|		|	
1179588	|	1179587	|	Genitalata mahajani	|	species	|		|	
1179589	|	1179503	|	Forficulidae	|	family	|		|	
1179591	|	1179592	|	Forficula auricularia	|	species	|		|	
1179592	|	1181223	|	Forficula	|	genus	|		|	
1179593	|	1179929	|	Labia minor	|	species	|		|	
1179594	|	1181774	|	Cylindrogastrinae	|	subfamily	|		|	
1179595	|	1179942	|	Sparatta bocainensis	|	species	|		|	
1179597	|	1179592	|	Forficula silana	|	species	|		|	
1179598	|	1179592	|	Forficula apennina	|	species	|		|	
1179600	|	1179765	|	Pyragra eryrunepensis	|	species	|		|	
1179601	|	1181227	|	Doru cincinnatoi	|	species	|		|	
1179602	|	1182193	|	Chelidura chelmosensis	|	species	|		|	
1179603	|	1181293	|	Guanchia tenerifensis	|	species	|		|	
1179604	|	1181293	|	Guanchia bandamaensis	|	species	|		|	
1179605	|	1181293	|	Guanchia fernandezi	|	species	|		|	
1179606	|	1181293	|	Guanchia gomerensis	|	species	|		|	
1179608	|	1180645	|	Paracosmia ambesa	|	species	|		|	
1179610	|	1180630	|	Mixocosmia borelli	|	species	|		|	
1179612	|	1181319	|	Marava moreirai	|	species	|		|	
1179613	|	1181634	|	Carcinophora spitzi	|	species	|		|	
1179614	|	1180626	|	Idolopsalis borgmeieri	|	species	|		|	
1179615	|	1179942	|	Sparatta luederwaldti	|	species	|		|	
1179617	|	1179942	|	Sparatta rehni	|	species	|		|	
1179619	|	1180851	|	Cosmogerax	|	genus	|		|	
1179620	|	1179592	|	Forficula chopardi	|	species	|		|	
1179622	|	1181590	|	Chaetospania pauliani	|	species	|		|	
1179623	|	1179978	|	Anisolabis kaspar	|	species	|		|	
1179624	|	1181912	|	Parisolabis iti	|	species	|		|	
1179625	|	1181912	|	Parisolabis johnsi	|	species	|		|	
1179626	|	1181912	|	Parisolabis nelsonensis	|	species	|		|	
1179627	|	1181912	|	Parisolabis forsteri	|	species	|		|	
1179628	|	1181912	|	Parisolabis setosa	|	species	|		|	
1179629	|	1181912	|	Parisolabis tapanuiensis	|	species	|		|	
1179630	|	1181912	|	Parisolabis boulderensis	|	species	|		|	
1179631	|	1179772	|	Diplatys (Diplatys) baijali	|	species	|		|	
1179632	|	1179978	|	Anisolabis pectoralis	|	species	|		|	
1179633	|	1181227	|	Doru lineare	|	species	|		|	
1179637	|	1179928	|	Labidura dharchulensis	|	species	|		|	
1179638	|	1181804	|	Pseudochelidura orsinii	|	species	|		|	
1179639	|	1179766	|	Pyragra fuscata brasiliensis	|	subspecies	|		|	
1179641	|	1179978	|	Anisolabis perissa	|	species	|		|	
1179643	|	1179517	|	Chelisoches calopteryx	|	species	|		|	
1179644	|	1179949	|	Echinosoma micropteryx	|	species	|		|	
1179645	|	1181433	|	Tagalina erythronota	|	species	|		|	
1179646	|	1179592	|	Forficula burgersi	|	species	|		|	
1179647	|	1181797	|	Acanthocordax	|	genus	|		|	
1179648	|	1179647	|	Acanthocordax spinosus	|	species	|		|	
1179649	|	1179647	|	Acanthocordax papuanus	|	species	|		|	
1179651	|	1181318	|	Irdex rammei	|	species	|		|	
1179652	|	1181912	|	Parisolabis renschi	|	species	|		|	
1179653	|	1181319	|	Marava triquetra	|	species	|		|	
1179655	|	1179978	|	Anisolabis horvathi	|	species	|		|	
1179657	|	1180307	|	Capralabis nigra	|	species	|		|	
1179659	|	1179837	|	Pyragropsis buscki	|	species	|		|	
1179660	|	1180630	|	Mixocosmia variabilis	|	species	|		|	
1179661	|	1182162	|	Pseudovostox flavofasciatus	|	species	|		|	
1179662	|	1179855	|	Strongylopsalis laminata	|	species	|		|	
1179663	|	1179855	|	Strongylopsalis excavata	|	species	|		|	
1179664	|	1180482	|	Gerax fuscum	|	species	|		|	
1179665	|	1180482	|	Gerax lucidum	|	species	|		|	
1179666	|	1180486	|	Barygerax transversalis	|	species	|		|	
1179667	|	1180486	|	Barygerax venezuelicum	|	species	|		|	
1179668	|	1180484	|	Eugerax clavijoi	|	species	|		|	
1179669	|	1180484	|	Eugerax nigritum	|	species	|		|	
1179670	|	1180484	|	Eugerax salcedoi	|	species	|		|	
1179671	|	1180484	|	Eugerax semiapterum	|	species	|		|	
1179672	|	1179619	|	Cosmogerax araguensis	|	species	|		|	
1179673	|	1179469	|	Cylindrogaster yepezi	|	species	|		|	
1179674	|	1181433	|	Tagalina hincksi	|	species	|		|	
1179675	|	1181433	|	Tagalina curta	|	species	|		|	
1179676	|	1181701	|	Caecolabia	|	genus	|		|	
1179677	|	1179676	|	Caecolabia gomyi	|	species	|		|	
1179678	|	1180697	|	Cranopygia parva	|	species	|		|	
1179679	|	1180066	|	Diplatys (Syndiplatys) incisus	|	species	|		|	
1179680	|	1181898	|	Isolabis bicolor	|	species	|		|	
1179681	|	1181316	|	Spongovostox medleri	|	species	|		|	
1179682	|	1180031	|	Chaetolabia dentata	|	species	|		|	
1179683	|	1180729	|	Antisolabis cordata	|	species	|		|	
1179684	|	1181588	|	Auchenomus insularis	|	species	|		|	
1179685	|	1179978	|	Anisolabis rubella	|	species	|		|	
1179689	|	1181319	|	Marava modesta	|	species	|		|	
1179690	|	1181846	|	Metresura borellii	|	species	|		|	
1179691	|	1181762	|	Paralabella borellii	|	species	|		|	
1179692	|	1180914	|	Nala figinii	|	species	|		|	
1179693	|	1181792	|	Nesogaster wallacei	|	species	|		|	
1179694	|	1181324	|	Vandex schubotzi	|	species	|		|	
1179695	|	1179592	|	Forficula riffensis	|	species	|		|	
1179696	|	1181294	|	Parlax nieuwenhuisi	|	species	|		|	
1179698	|	1181794	|	Cosmiella adolfi	|	species	|		|	
1179700	|	1181239	|	Eparchus cruentatus	|	species	|		|	
1179701	|	1181316	|	Spongovostox gestroi	|	species	|		|	
1179703	|	1179480	|	Ancistrogaster uncinata	|	species	|		|	
1179704	|	1179592	|	Forficula abrutiana	|	species	|		|	
1179705	|	1181590	|	Chaetospania minuta	|	species	|		|	
1179706	|	1181588	|	Auchenomus robustus	|	species	|		|	
1179707	|	1179709	|	Parapsalis laevis	|	species	|		|	
1179708	|	1181671	|	Paracranopygia bakeri	|	species	|		|	
1179709	|	1181271	|	Parapsalis	|	genus	|		|	
1179710	|	1180199	|	Schizodiplatys sublobatus	|	species	|		|	
1179711	|	1180199	|	Schizodiplatys mixtus	|	species	|		|	
1179712	|	1181880	|	Dendroiketes punctatus	|	species	|		|	
1179713	|	1181590	|	Chaetospania fulvochracea	|	species	|		|	
1179714	|	1181676	|	Schizochelisoches brevipennis	|	species	|		|	
1179715	|	1181234	|	Hamaxas versicolor	|	species	|		|	
1179716	|	1181238	|	Hypurgus uniformis	|	species	|		|	
1179717	|	1181762	|	Paralabella boettcheri	|	species	|		|	
1179718	|	1181588	|	Auchenomus bidentatus	|	species	|		|	
1179719	|	1181794	|	Cosmiella tuberuclata	|	species	|		|	
1179720	|	1181878	|	Euborellia nigropicea	|	species	|		|	
1179721	|	1179773	|	Apachyus peterseni	|	species	|		|	
1179722	|	1179517	|	Chelisoches semirufus	|	species	|		|	
1179723	|	1180276	|	Isopyge	|	genus	|		|	
1179724	|	1179723	|	Isopyge madagascariensis	|	species	|		|	
1179725	|	1181663	|	Paraspania pendleburyi	|	species	|		|	
1179726	|	1181236	|	Timomenus bicostatus	|	species	|		|	
1179727	|	1181395	|	Haplodiplatys olsufiewi	|	species	|		|	
1179728	|	1181794	|	Cosmiella pendleburyi	|	species	|		|	
1179729	|	1181251	|	Lipodes filiformes	|	species	|		|	
1179730	|	1181792	|	Nesogaster intermedius	|	species	|		|	
1179731	|	1181590	|	Chaetospania mandex	|	species	|		|	
1179732	|	1179942	|	Sparatta ecuadorensis	|	species	|		|	
1179733	|	1179942	|	Sparatta quinquepunctata	|	species	|		|	
1179734	|	1181395	|	Haplodiplatys insularis	|	species	|		|	
1179735	|	1180488	|	Geracodes paraguayensis	|	species	|		|	
1179740	|	1180031	|	Chaetolabia bihastata	|	species	|		|	
1179743	|	1181898	|	Isolabis sjoestedti	|	species	|		|	
1179745	|	1181238	|	Hypurgus poecilocerus	|	species	|		|	
1179747	|	1179866	|	Gonolabis tasmanica	|	species	|		|	
1179748	|	1180733	|	Esphalmenus weidneri	|	species	|		|	
1179750	|	1180729	|	Antisolabis kelangi	|	species	|		|	
1179751	|	1182162	|	Pseudovostox rudebecki	|	species	|		|	
1179752	|	1181241	|	Skalistes linsleyi	|	species	|		|	
1179753	|	1181241	|	Skalistes peruviana	|	species	|		|	
1179754	|	1181789	|	Geracinae	|	subfamily	|		|	
1179755	|	1181322	|	Purex sinuatus	|	species	|		|	
1179756	|	1181322	|	Purex staudingeri	|	species	|		|	
1179757	|	1181322	|	Purex surinamensis	|	species	|		|	
1179759	|	1181878	|	Euborellia annulipes	|	species	|		|	
1179760	|	1179928	|	Labidura riparia	|	species	|		|	
1179762	|	1181770	|	Spongiphora	|	genus	|		|	
1179763	|	1179762	|	Spongiphora croceipennis	|	species	|		|	
1179765	|	1181775	|	Pyragra	|	genus	|		|	
1179766	|	1179765	|	Pyragra fuscata	|	species	|		|	
1179767	|	1179766	|	Pyragra fuscata fuscata	|	subspecies	|		|	
1179768	|	1179770	|	Pygidicrana v-nigrum	|	species	|		|	
1179770	|	1180696	|	Pygidicrana	|	genus	|		|	
1179771	|	1181303	|	Diplatys	|	genus	|		|	
1179772	|	1179771	|	Diplatys (Diplatys)	|	subgenus	|		|	
1179773	|	1181882	|	Apachyus	|	genus	|		|	
1179774	|	1181223	|	Apterygida	|	genus	|		|	
1179777	|	1181319	|	Marava arachidis	|	species	|		|	
1179778	|	1179866	|	Gonolabis darevskyi	|	species	|		|	
1179779	|	1179772	|	Diplatys (Diplatys) vittatus	|	species	|		|	
1179780	|	1181395	|	Haplodiplatys signatus	|	species	|		|	
1179781	|	1179949	|	Echinosoma komodense	|	species	|		|	
1179782	|	1179949	|	Echinosoma excisum	|	species	|		|	
1179784	|	1181801	|	Allodahlia oxypyga	|	species	|		|	
1179785	|	1181797	|	Eutimomena	|	genus	|		|	
1179787	|	1181235	|	Proreus unidentatus	|	species	|		|	
1179788	|	1179955	|	Forcipula yunnanea	|	species	|		|	
1179789	|	1179955	|	Forcipula simplex	|	species	|		|	
1179790	|	1180914	|	Nala basalis	|	species	|		|	
1179791	|	1181677	|	Schizoproreus shaffii	|	species	|		|	
1179792	|	1181799	|	Pterygida bosei	|	species	|		|	
1179793	|	1179592	|	Forficula abbottabadiensis	|	species	|		|	
1179794	|	1181370	|	Acrania fletcheri	|	species	|		|	
1179796	|	1181634	|	Carcinophora festae	|	species	|		|	
1179797	|	1181937	|	Neolobophora bicolor	|	species	|		|	
1179798	|	1179942	|	Sparatta incerta	|	species	|		|	
1179799	|	1180307	|	Capralabis burri	|	species	|		|	
1179800	|	1181967	|	Vostox confusus	|	species	|		|	
1179801	|	1181319	|	Marava silvestrii	|	species	|		|	
1179802	|	1181967	|	Vostox bertonii	|	species	|		|	
1179803	|	1181293	|	Guanchia schmitzi	|	species	|		|	
