index	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	taxonRank	taxonomicStatus
Colura_maxima	Colura_maxima	Colura_maxima	Colura	Colura maxima Jovet-Ast	species	accepted
Colura_meijeri	Colura_meijeri	Colura_meijeri	Colura	Colura meijeri Jovet-Ast	species	accepted
Colura_mosenii	Colura_mosenii	Colura_mosenii	Colura	Colura mosenii Steph.	species	accepted
Colura_naumannii	Colura_naumannii	Colura_naumannii	Colura	Colura naumannii (Schiffn.) Steph.	species	accepted
Colura_obesa	Colura_obesa	Colura_obesa	Colura	Colura obesa Jovet-Ast.	species	accepted
Colura_obvoluta	Colura_obvoluta	Colura_obvoluta	Colura	Colura obvoluta Jovet-Ast.	species	accepted
Colura_ornata	Colura_ornata	Colura_ornata	Colura	Colura ornata K.I. Goebel	species	accepted
Colura_ornithocephala	Colura_ornithocephala	Colura_ornithocephala	Colura	Colura ornithocephala Herzog	species	accepted
Colura_palawanensis	Colura_palawanensis	Colura_palawanensis	Colura	Colura palawanensis Jovet-Ast	species	accepted
Colura_pallida	Colura_pallida	Colura_pallida	Colura	Colura pallida Steph.	species	accepted
Colura_pluridentata	Colura_pluridentata	Colura_pluridentata	Colura	Colura pluridentata Jovet-Ast	species	accepted
Colura_pulcherrima	Colura_pulcherrima	Colura_pulcherrima	Colura	Colura pulcherrima Jovet-Ast.	species	accepted
Colura_queenslandica	Colura_queenslandica	Colura_queenslandica	Colura	Colura queenslandica B.M. Thiers.	species	accepted
Colura_rhynchophora	Colura_rhynchophora	Colura_rhynchophora	Colura	Colura rhynchophora Jovet-Ast	species	accepted
Colura_saccophylla	Colura_saccophylla	Colura_saccophylla	Colura	Colura saccophylla E.A. Hodgs. et Herzog	species	accepted
Colura_saroltae	Colura_saroltae	Colura_saroltae	Colura	Colura saroltae Pócs.	species	accepted
Colura_schusteri	Colura_schusteri	Colura_schusteri	Colura	Colura schusteri Grolle	species	accepted
Colura_siamensis	Colura_siamensis	Colura_siamensis	Colura	Colura siamensis Jovet-Ast.	species	accepted
Colura_speciosa	Colura_speciosa	Colura_speciosa	Colura	Colura speciosa Jovet-Ast	species	accepted
Colura_strophiolata	Colura_strophiolata	Colura_strophiolata	Colura	Colura strophiolata Jovet-Ast	species	accepted
Colura_superba	Colura_superba	Colura_superba	Colura	Colura superba (Mont.) Steph.	species	accepted
Colura_tenuicornis	Colura_tenuicornis	Colura_tenuicornis	Colura	Colura tenuicornis (A. Evans) Steph.	species	accepted
Colura_thomeensis	Colura_thomeensis	Colura_thomeensis	Colura	Colura thomeensis Pócs.	species	accepted
Colura_tixieri	Colura_tixieri	Colura_tixieri	Colura	Colura tixieri Jovet-Ast.	species	accepted
Colura_tortifolia	Colura_tortifolia	Colura_tortifolia	Colura	Colura tortifolia (Nees et Mont.) Trevis.	species	accepted
Colura_tutuilana	Colura_tutuilana	Colura_tutuilana	Colura	Colura tutuilana (Pearson) H.A. Mill.	species	accepted
Colura_ulei	Colura_ulei	Colura_ulei	Colura	Colura ulei Jovet-Ast.	species	accepted
Colura_usambarica	Colura_usambarica	Colura_usambarica	Colura	Colura usambarica E.W. Jones	species	accepted
Colura_valida	Colura_valida	Colura_valida	Colura	Colura valida Jovet-Ast	species	accepted
Colura_verdoornii	Colura_verdoornii	Colura_verdoornii	Colura	Colura verdoornii Herzog et Jovet-Ast	species	accepted
Colura_vietnamensis	Colura_vietnamensis	Colura_vietnamensis	Colura	Colura vietnamensis Jovet-Ast et Tixier	species	accepted
Colura_vitiensis	Colura_vitiensis	Colura_vitiensis	Colura	Colura vitiensis Pócs et J. Eggers.	species	accepted
Conocephalum_conicum	Conocephalum_conicum	Conocephalum_conicum	Conocephalum	Conocephalum conicum (L.) Dumort.	species	accepted
Conocephalum_japonicum	Conocephalum_japonicum	Conocephalum_japonicum	Conocephalum	Conocephalum japonicum ( unb.) Grolle	species	accepted
Conocephalum_salebrosum	Conocephalum_salebrosum	Conocephalum_salebrosum	Conocephalum	Conocephalum salebrosum Szweyk., Buczk. et Odrzyk.	species	accepted
Conoscyphus_trapezioides	Conoscyphus_trapezioides	Conoscyphus_trapezioides	Conoscyphus	Conoscyphus trapezioides (Sande Lac.) Schiffn.	species	accepted
Corsinia_coriandrina	Corsinia_coriandrina	Corsinia_coriandrina	Corsinia	Corsinia coriandrina (Spreng.) Lindb.	species	accepted
Cronisia_fimbriata	Cronisia_fimbriata	Cronisia_fimbriata	Cronisia	Cronisia fimbriata (Nees) Whittem. et Bischl.	species	accepted
Cronisia_weddellii	Cronisia_weddellii	Cronisia_weddellii	Cronisia	Cronisia weddellii (Mont.) Grolle	species	accepted
Crossocalyx_hellerianus	Crossocalyx_hellerianus	Crossocalyx_hellerianus	Crossocalyx	Crossocalyx hellerianus (Nees ex Lindenb.) Meyl.	species	accepted
Crossocalyx_tenuis	Crossocalyx_tenuis	Crossocalyx_tenuis	Crossocalyx	Crossocalyx tenuis (Harry Williams) Schljakov	species	accepted
Cryptocolea_imbricata	Cryptocolea_imbricata	Cryptocolea_imbricata	Cryptocolea	Cryptocolea imbricata R.M. Schust.	species	accepted
Cryptocoleopsis_imbricata	Cryptocoleopsis_imbricata	Cryptocoleopsis_imbricata	Cryptocoleopsis	Cryptocoleopsis imbricata Amakawa.	species	accepted
Cryptolophocolea_aculeata	Cryptolophocolea_aculeata	Cryptolophocolea_aculeata	Cryptolophocolea	Cryptolophocolea aculeata (Mitt.) L. Söderstr.	species	accepted
Cryptolophocolea_ciliolata	Cryptolophocolea_ciliolata	Cryptolophocolea_ciliolata	Cryptolophocolea	Cryptolophocolea ciliolata (Nees) L. Söderstr., Crand.-Stotl., Stotler et Váňa	species	accepted
Cryptolophocolea_connata	Cryptolophocolea_connata	Cryptolophocolea_connata	Cryptolophocolea	Cryptolophocolea connata (Sw.) L. Söderstr. et Váňa	species	accepted
Cryptolophocolea_connatifolia	Cryptolophocolea_connatifolia	Cryptolophocolea_connatifolia	Cryptolophocolea	Cryptolophocolea connatifolia (J.J. Engel) L. Söderstr.	species	accepted
Cryptolophocolea_costata	Cryptolophocolea_costata	Cryptolophocolea_costata	Cryptolophocolea	Cryptolophocolea costata (Nees) L. Söderstr.	species	accepted
Cryptolophocolea_edentata	Cryptolophocolea_edentata	Cryptolophocolea_edentata	Cryptolophocolea	Cryptolophocolea edentata (J.J. Engel) L. Söderstr.	species	accepted
Cryptolophocolea_guadalupensis	Cryptolophocolea_guadalupensis	Cryptolophocolea_guadalupensis	Cryptolophocolea	Cryptolophocolea guadalupensis (Steph.) L. Söderstr. et Váňa	species	accepted
Cryptolophocolea_helmsiana	Cryptolophocolea_helmsiana	Cryptolophocolea_helmsiana	Cryptolophocolea	Cryptolophocolea helmsiana (Steph.) L. Söderstr.	species	accepted
Cryptolophocolea_leucophylla	Cryptolophocolea_leucophylla	Cryptolophocolea_leucophylla	Cryptolophocolea	Cryptolophocolea leucophylla (Hook.f. et Taylor) L. Söderstr.	species	accepted
Cryptolophocolea_martiana	Cryptolophocolea_martiana	Cryptolophocolea_martiana	Cryptolophocolea	Cryptolophocolea martiana (Nees) L. Söderstr., Crand.-Stotl. et Stotler	species	accepted
Cryptolophocolea_mitteniana	Cryptolophocolea_mitteniana	Cryptolophocolea_mitteniana	Cryptolophocolea	Cryptolophocolea mitteniana (Colenso) L. Söderstr.	species	accepted
Cryptolophocolea_pallida	Cryptolophocolea_pallida	Cryptolophocolea_pallida	Cryptolophocolea	Cryptolophocolea pallida (Mitt.) L. Söderstr.	species	accepted
Cryptolophocolea_regularis	Cryptolophocolea_regularis	Cryptolophocolea_regularis	Cryptolophocolea	Cryptolophocolea regularis (Steph.) L. Söderstr.	species	accepted
Cryptolophocolea_spinifera	Cryptolophocolea_spinifera	Cryptolophocolea_spinifera	Cryptolophocolea	Cryptolophocolea spinifera (Hook.f. et Taylor) L. Söderstr.	species	accepted
Cryptolophocolea_subopposita	Cryptolophocolea_subopposita	Cryptolophocolea_subopposita	Cryptolophocolea	Cryptolophocolea subopposita (J.J. Engel) L. Söderstr.	species	accepted
Cryptolophocolea_trialata	Cryptolophocolea_trialata	Cryptolophocolea_trialata	Cryptolophocolea	Cryptolophocolea trialata (Gottsche) L. Söderstr.	species	accepted
Cryptolophocolea_tuberculata	Cryptolophocolea_tuberculata	Cryptolophocolea_tuberculata	Cryptolophocolea	Cryptolophocolea tuberculata (J.J. Engel) L. Söderstr.	species	accepted
Cryptomitrium_himalayense	Cryptomitrium_himalayense	Cryptomitrium_himalayense	Cryptomitrium	Cryptomitrium himalayense Kashyap.	species	accepted
Cryptomitrium_oreades	Cryptomitrium_oreades	Cryptomitrium_oreades	Cryptomitrium	Cryptomitrium oreades Perold.	species	accepted
Cryptomitrium_tenerum	Cryptomitrium_tenerum	Cryptomitrium_tenerum	Cryptomitrium	Cryptomitrium tenerum (Hook.) Austin ex Underw.	species	accepted
Cuspidatula_contracta	Cuspidatula_contracta	Cuspidatula_contracta	Cuspidatula	Cuspidatula contracta (Reinw., Blume et Nees) Steph.	species	accepted
Cuspidatula_flaccida	Cuspidatula_flaccida	Cuspidatula_flaccida	Cuspidatula	Cuspidatula flaccida (Steph.) K. Feldberg, Váňa, Hentschel et Heinrichs	species	accepted
Cuspidatula_flexicaulis	Cuspidatula_flexicaulis	Cuspidatula_flexicaulis	Cuspidatula	Cuspidatula flexicaulis (Nees) Váňa et L. Söderstr.	species	accepted
Cuspidatula_kirkii	Cuspidatula_kirkii	Cuspidatula_kirkii	Cuspidatula	Cuspidatula kirkii (Steph.) K. Feldberg, Váňa, Hentschel et Heinrichs	species	accepted
Cuspidatula_monodon	Cuspidatula_monodon	Cuspidatula_monodon	Cuspidatula	Cuspidatula monodon (Taylor) Steph.	species	accepted
Cuspidatula_orbicularis	Cuspidatula_orbicularis	Cuspidatula_orbicularis	Cuspidatula	Cuspidatula orbicularis (Grolle) Váňa et L. Söderstr.	species	accepted
Cuspidatula_robusta	Cuspidatula_robusta	Cuspidatula_robusta	Cuspidatula	Cuspidatula robusta (Austin) Váňa et L. Söderstr.	species	accepted
Cyathodium_aureonitens	Cyathodium_aureonitens	Cyathodium_aureonitens	Cyathodium	Cyathodium aureonitens (Gri .) Schiffn.	species	accepted
Cyathodium_bischlerianum	Cyathodium_bischlerianum	Cyathodium_bischlerianum	Cyathodium	Cyathodium bischlerianum N. Salazar.	species	accepted
Cyathodium_cavernarum	Cyathodium_cavernarum	Cyathodium_cavernarum	Cyathodium	Cyathodium cavernarum Kunze.	species	accepted
Cyathodium_foetidissimum	Cyathodium_foetidissimum	Cyathodium_foetidissimum	Cyathodium	Cyathodium foetidissimum Schiffn.	species	accepted
Cyathodium_indicum	Cyathodium_indicum	Cyathodium_indicum	Cyathodium	Cyathodium indicum Udar et D.K. Singh.	species	accepted
Cyathodium_mehranum	Cyathodium_mehranum	Cyathodium_mehranum	Cyathodium	Cyathodium mehranum D.K. Singh.	species	accepted
Cyathodium_smaragdinum	Cyathodium_smaragdinum	Cyathodium_smaragdinum	Cyathodium	Cyathodium smaragdinum Schiffn.	species	accepted
Cyathodium_spruceanum	Cyathodium_spruceanum	Cyathodium_spruceanum	Cyathodium	Cyathodium spruceanum Prosk.	species	accepted
Cyathodium_steerei	Cyathodium_steerei	Cyathodium_steerei	Cyathodium	Cyathodium steerei Hässel	species	accepted
Cyathodium_tuberculatum	Cyathodium_tuberculatum	Cyathodium_tuberculatum	Cyathodium	Cyathodium tuberculatum Udar et D.K. Singh	species	accepted
Cyathodium_tuberosum	Cyathodium_tuberosum	Cyathodium_tuberosum	Cyathodium	Cyathodium tuberosum Kashyap	species	accepted
Cyclolejeunea_accedens	Cyclolejeunea_accedens	Cyclolejeunea_accedens	Cyclolejeunea	Cyclolejeunea accedens (Gottsche) A. Evans	species	accepted
Cyclolejeunea_chitonia	Cyclolejeunea_chitonia	Cyclolejeunea_chitonia	Cyclolejeunea	Cyclolejeunea chitonia (Taylor) A. Evans	species	accepted
Cyclolejeunea_convexistipa	Cyclolejeunea_convexistipa	Cyclolejeunea_convexistipa	Cyclolejeunea	Cyclolejeunea convexistipa (Lehm. et Lindenb.) A. Evans	species	accepted
Cyclolejeunea_foliorum	Cyclolejeunea_foliorum	Cyclolejeunea_foliorum	Cyclolejeunea	Cyclolejeunea foliorum (Nees) Grolle	species	accepted
Cyclolejeunea_luteola	Cyclolejeunea_luteola	Cyclolejeunea_luteola	Cyclolejeunea	Cyclolejeunea luteola (Spruce) Grolle	species	accepted
Cyclolejeunea_peruviana	Cyclolejeunea_peruviana	Cyclolejeunea_peruviana	Cyclolejeunea	Cyclolejeunea peruviana (Lehm. et Lindenb.) A. Evans	species	accepted
Cylindrocolea_abyssinica	Cylindrocolea_abyssinica	Cylindrocolea_abyssinica	Cylindrocolea	Cylindrocolea abyssinica (Gola) Váňa	species	accepted
Cylindrocolea_andersonii	Cylindrocolea_andersonii	Cylindrocolea_andersonii	Cylindrocolea	Cylindrocolea andersonii R.M. Schust.	species	accepted
Cylindrocolea_brasiliensis	Cylindrocolea_brasiliensis	Cylindrocolea_brasiliensis	Cylindrocolea	Cylindrocolea brasiliensis D.P. Costa, N.D. Santos et Váňa	species	accepted
Cylindrocolea_chevalieri	Cylindrocolea_chevalieri	Cylindrocolea_chevalieri	Cylindrocolea	Cylindrocolea chevalieri (Steph.) R.M. Schust.	species	accepted
Cylindrocolea_gittinsii	Cylindrocolea_gittinsii	Cylindrocolea_gittinsii	Cylindrocolea	Cylindrocolea gittinsii (E.W. Jones) R.M. Schust.	species	accepted
Cylindrocolea_kiaeri	Cylindrocolea_kiaeri	Cylindrocolea_kiaeri	Cylindrocolea	Cylindrocolea kiaeri (Austin) Váňa	species	accepted
Cylindrocolea_madagascariensis	Cylindrocolea_madagascariensis	Cylindrocolea_madagascariensis	Cylindrocolea	Cylindrocolea madagascariensis (Steph.) R.M. Schust.	species	accepted
Cylindrocolea_nigerica	Cylindrocolea_nigerica	Cylindrocolea_nigerica	Cylindrocolea	Cylindrocolea nigerica (E.W. Jones) R.M. Schust.	species	accepted
Cylindrocolea_novae	Cylindrocolea_novae	Cylindrocolea_novae	Cylindrocolea	Cylindrocolea novae-caledoniae (Grolle) R.M. Schust.	species	accepted
Cylindrocolea_planifolia	Cylindrocolea_planifolia	Cylindrocolea_planifolia	Cylindrocolea	Cylindrocolea planifolia (Steph.) R.M. Schust.	species	accepted
Cylindrocolea_recurvifolia	Cylindrocolea_recurvifolia	Cylindrocolea_recurvifolia	Cylindrocolea	Cylindrocolea recurvifolia (Steph.) Inoue	species	accepted
Cylindrocolea_rhizantha	Cylindrocolea_rhizantha	Cylindrocolea_rhizantha	Cylindrocolea	Cylindrocolea rhizantha (Mont.) R.M. Schust.	species	accepted
Cylindrocolea_sanctae	Cylindrocolea_sanctae	Cylindrocolea_sanctae	Cylindrocolea	Cylindrocolea sanctae-helenae M. Wigginton.	species	accepted
Cylindrocolea_sprucei	Cylindrocolea_sprucei	Cylindrocolea_sprucei	Cylindrocolea	Cylindrocolea sprucei R.M. Schust.	species	accepted
Cylindrocolea_tagawae	Cylindrocolea_tagawae	Cylindrocolea_tagawae	Cylindrocolea	Cylindrocolea tagawae (N. Kitag.) R.M. Schust.	species	accepted
Cylindrocolea_ugandica	Cylindrocolea_ugandica	Cylindrocolea_ugandica	Cylindrocolea	Cylindrocolea ugandica (E.W. Jones) R.M. Schust.	species	accepted
Cyrtolejeunea_holostipa	Cyrtolejeunea_holostipa	Cyrtolejeunea_holostipa	Cyrtolejeunea	Cyrtolejeunea holostipa (Spruce) A. Evans	species	accepted
Cystolejeunea_lineata	Cystolejeunea_lineata	Cystolejeunea_lineata	Cystolejeunea	Cystolejeunea lineata (Lehm. et Lindenb.) A. Evans	species	accepted
Dactylophorella_muricata	Dactylophorella_muricata	Dactylophorella_muricata	Dactylophorella	Dactylophorella muricata (Gottsche) R.M. Schust.	species	accepted
Deceptifrons_plagiochiloides	Deceptifrons_plagiochiloides	Deceptifrons_plagiochiloides	Deceptifrons	Deceptifrons plagiochiloides J.J. Engel et Váňa	species	accepted
Dendroceros_acutilobus	Dendroceros_acutilobus	Dendroceros_acutilobus	Dendroceros	Dendroceros acutilobus Steph.	species	accepted
Dendroceros_africanus	Dendroceros_africanus	Dendroceros_africanus	Dendroceros	Dendroceros africanus Steph.	species	accepted
Dendroceros_borbonicus	Dendroceros_borbonicus	Dendroceros_borbonicus	Dendroceros	Dendroceros borbonicus Steph.	species	accepted
Dendroceros_cavernosus	Dendroceros_cavernosus	Dendroceros_cavernosus	Dendroceros	Dendroceros cavernosus J. Haseg.	species	accepted
Dendroceros_cichoraceus	Dendroceros_cichoraceus	Dendroceros_cichoraceus	Dendroceros	Dendroceros cichoraceus (Mont.) Gottsche	species	accepted
Dendroceros_crispatus	Dendroceros_crispatus	Dendroceros_crispatus	Dendroceros	Dendroceros crispatus (Hook.) Nees	species	accepted
Dendroceros_crispus	Dendroceros_crispus	Dendroceros_crispus	Dendroceros	Dendroceros crispus (Sw.) Nees	species	accepted
Dendroceros_difficilis	Dendroceros_difficilis	Dendroceros_difficilis	Dendroceros	Dendroceros difficilis Steph.	species	accepted
Dendroceros_foliicola	Dendroceros_foliicola	Dendroceros_foliicola	Dendroceros	Dendroceros foliicola J. Haseg.	species	accepted
Dendroceros_granulatus	Dendroceros_granulatus	Dendroceros_granulatus	Dendroceros	Dendroceros granulatus Mitt.	species	accepted
Dendroceros_japonicus	Dendroceros_japonicus	Dendroceros_japonicus	Dendroceros	Dendroceros japonicus Steph.	species	accepted
Dendroceros_javanicus	Dendroceros_javanicus	Dendroceros_javanicus	Dendroceros	Dendroceros javanicus (Nees) Nees	species	accepted
Dendroceros_muelleri	Dendroceros_muelleri	Dendroceros_muelleri	Dendroceros	Dendroceros muelleri Steph.	species	accepted
Dendroceros_ogeramnangus	Dendroceros_ogeramnangus	Dendroceros_ogeramnangus	Dendroceros	Dendroceros ogeramnangus Piippo	species	accepted
Dendroceros_pedunculatus	Dendroceros_pedunculatus	Dendroceros_pedunculatus	Dendroceros	Dendroceros pedunculatus Steph.	species	accepted
Dendroceros_seramensis	Dendroceros_seramensis	Dendroceros_seramensis	Dendroceros	Dendroceros seramensis J. Haseg.	species	accepted
Dendroceros_subplanus	Dendroceros_subplanus	Dendroceros_subplanus	Dendroceros	Dendroceros subplanus Steph.	species	accepted
Dendroceros_tubercularis	Dendroceros_tubercularis	Dendroceros_tubercularis	Dendroceros	Dendroceros tubercularis S. Hatt.	species	accepted
Dendroceros_validus	Dendroceros_validus	Dendroceros_validus	Dendroceros	Dendroceros validus Steph.	species	accepted
Dendrolembidium_dendroides	Dendrolembidium_dendroides	Dendrolembidium_dendroides	Dendrolembidium	Dendrolembidium dendroides (Carrington et Pearson) Herzog	species	accepted
Dendrolembidium_tenax	Dendrolembidium_tenax	Dendrolembidium_tenax	Dendrolembidium	Dendrolembidium tenax (Grev.) Herzog	species	accepted
Dendromastigophora_flagellifera	Dendromastigophora_flagellifera	Dendromastigophora_flagellifera	Dendromastigophora	Dendromastigophora flagellifera (Hook.) R.M. Schust.	species	accepted
Denotarisia_linguifolia	Denotarisia_linguifolia	Denotarisia_linguifolia	Denotarisia	Denotarisia linguifolia (De Not.) Grolle	species	accepted
Dicranolejeunea_axillaris	Dicranolejeunea_axillaris	Dicranolejeunea_axillaris	Dicranolejeunea	Dicranolejeunea axillaris (Nees et Mont.) Schiffn.	species	accepted
Dinckleria_fruticella	Dinckleria_fruticella	Dinckleria_fruticella	Dinckleria	Dinckleria fruticella (Hook.f. et Taylor) J.J. Engel et Heinrichs	species	accepted
Dinckleria_pleurata	Dinckleria_pleurata	Dinckleria_pleurata	Dinckleria	Dinckleria pleurata (Hook.f. et Taylor) Trevis.	species	accepted
Diplasiolejeunea_alata	Diplasiolejeunea_alata	Diplasiolejeunea_alata	Diplasiolejeunea	Diplasiolejeunea alata Jovet-Ast.	species	accepted
Diplasiolejeunea_albifolia	Diplasiolejeunea_albifolia	Diplasiolejeunea_albifolia	Diplasiolejeunea	Diplasiolejeunea albifolia (Taylor) E.W. Jones.	species	accepted
Diplasiolejeunea_andringitrae	Diplasiolejeunea_andringitrae	Diplasiolejeunea_andringitrae	Diplasiolejeunea	Diplasiolejeunea andringitrae Schäf.-Verw.	species	accepted
Diplasiolejeunea_armatiloba	Diplasiolejeunea_armatiloba	Diplasiolejeunea_armatiloba	Diplasiolejeunea	Diplasiolejeunea armatiloba Steph.	species	accepted
Diplasiolejeunea_aulae	Diplasiolejeunea_aulae	Diplasiolejeunea_aulae	Diplasiolejeunea	Diplasiolejeunea aulae E.W. Jones	species	accepted
Diplasiolejeunea_borhidiana	Diplasiolejeunea_borhidiana	Diplasiolejeunea_borhidiana	Diplasiolejeunea	Diplasiolejeunea borhidiana Reyes Montoya	species	accepted
Diplasiolejeunea_brunnea	Diplasiolejeunea_brunnea	Diplasiolejeunea_brunnea	Diplasiolejeunea	Diplasiolejeunea brunnea Steph.	species	accepted
Diplasiolejeunea_buckii	Diplasiolejeunea_buckii	Diplasiolejeunea_buckii	Diplasiolejeunea	Diplasiolejeunea buckii Grolle	species	accepted
Diplasiolejeunea_cavifolia	Diplasiolejeunea_cavifolia	Diplasiolejeunea_cavifolia	Diplasiolejeunea	Diplasiolejeunea cavifolia Steph.	species	accepted
Diplasiolejeunea_cobrensis	Diplasiolejeunea_cobrensis	Diplasiolejeunea_cobrensis	Diplasiolejeunea	Diplasiolejeunea cobrensis Steph.	species	accepted
Diplasiolejeunea_cornuta	Diplasiolejeunea_cornuta	Diplasiolejeunea_cornuta	Diplasiolejeunea	Diplasiolejeunea cornuta Steph.	species	accepted
Diplasiolejeunea_deslooveri	Diplasiolejeunea_deslooveri	Diplasiolejeunea_deslooveri	Diplasiolejeunea	Diplasiolejeunea deslooveri Vanden Berghen	species	accepted
Diplasiolejeunea_eggersii	Diplasiolejeunea_eggersii	Diplasiolejeunea_eggersii	Diplasiolejeunea	Diplasiolejeunea eggersii Pócs	species	accepted
Diplasiolejeunea_erostrata	Diplasiolejeunea_erostrata	Diplasiolejeunea_erostrata	Diplasiolejeunea	Diplasiolejeunea erostrata Schäf.-Verw.	species	accepted
Diplasiolejeunea_grandirostrata	Diplasiolejeunea_grandirostrata	Diplasiolejeunea_grandirostrata	Diplasiolejeunea	Diplasiolejeunea grandirostrata Schäf.-Verw.	species	accepted
Diplasiolejeunea_grolleana	Diplasiolejeunea_grolleana	Diplasiolejeunea_grolleana	Diplasiolejeunea	Diplasiolejeunea grolleana Reyes Montoya	species	accepted
Diplasiolejeunea_ingekarolae	Diplasiolejeunea_ingekarolae	Diplasiolejeunea_ingekarolae	Diplasiolejeunea	Diplasiolejeunea ingekarolae Schäf.-Verw.	species	accepted
Diplasiolejeunea_johnsonii	Diplasiolejeunea_johnsonii	Diplasiolejeunea_johnsonii	Diplasiolejeunea	Diplasiolejeunea johnsonii A. Evans	species	accepted
Diplasiolejeunea_jovet	Diplasiolejeunea_jovet	Diplasiolejeunea_jovet	Diplasiolejeunea	Diplasiolejeunea jovet-astiae Grolle	species	accepted
Diplasiolejeunea_kraussiana	Diplasiolejeunea_kraussiana	Diplasiolejeunea_kraussiana	Diplasiolejeunea	Diplasiolejeunea kraussiana (Lindenb.) Steph.	species	accepted
Diplasiolejeunea_lanceolata	Diplasiolejeunea_lanceolata	Diplasiolejeunea_lanceolata	Diplasiolejeunea	Diplasiolejeunea lanceolata Grolle	species	accepted
Diplasiolejeunea_latipuensis	Diplasiolejeunea_latipuensis	Diplasiolejeunea_latipuensis	Diplasiolejeunea	Diplasiolejeunea latipuensis Tixier	species	accepted
Diplasiolejeunea_leiocarpa	Diplasiolejeunea_leiocarpa	Diplasiolejeunea_leiocarpa	Diplasiolejeunea	Diplasiolejeunea leiocarpa Jovet-Ast	species	accepted
Diplasiolejeunea_malleiformis	Diplasiolejeunea_malleiformis	Diplasiolejeunea_malleiformis	Diplasiolejeunea	Diplasiolejeunea malleiformis (A. Evans) Tixier	species	accepted
Diplasiolejeunea_mayaykuensis	Diplasiolejeunea_mayaykuensis	Diplasiolejeunea_mayaykuensis	Diplasiolejeunea	Diplasiolejeunea mayaykuensis Schäf.-Verw. et Heinrichs	species	accepted
Diplasiolejeunea_onraedtii	Diplasiolejeunea_onraedtii	Diplasiolejeunea_onraedtii	Diplasiolejeunea	Diplasiolejeunea onraedtii Grolle	species	accepted
Diplasiolejeunea_ornata	Diplasiolejeunea_ornata	Diplasiolejeunea_ornata	Diplasiolejeunea	Diplasiolejeunea ornata Pócs et Schäf.-Verw.	species	accepted
Diplasiolejeunea_papilionacea	Diplasiolejeunea_papilionacea	Diplasiolejeunea_papilionacea	Diplasiolejeunea	Diplasiolejeunea papilionacea R.M. Schust.	species	accepted
Diplasiolejeunea_patelligera	Diplasiolejeunea_patelligera	Diplasiolejeunea_patelligera	Diplasiolejeunea	Diplasiolejeunea patelligera Herzog	species	accepted
Diplasiolejeunea_pauckertii	Diplasiolejeunea_pauckertii	Diplasiolejeunea_pauckertii	Diplasiolejeunea	Diplasiolejeunea pauckertii (Nees) Steph.	species	accepted
Diplasiolejeunea_pellucida	Diplasiolejeunea_pellucida	Diplasiolejeunea_pellucida	Diplasiolejeunea	Diplasiolejeunea pellucida (C.F.W. Meissn. ex Spreng.) Schiffn.	species	accepted
Diplasiolejeunea_plicatiloba	Diplasiolejeunea_plicatiloba	Diplasiolejeunea_plicatiloba	Diplasiolejeunea	Diplasiolejeunea plicatiloba (Hook.f. et Taylor) Grolle	species	accepted
Diplasiolejeunea_pluridentata	Diplasiolejeunea_pluridentata	Diplasiolejeunea_pluridentata	Diplasiolejeunea	Diplasiolejeunea pluridentata Schäf.-Verw.	species	accepted
Diplasiolejeunea_pocsii	Diplasiolejeunea_pocsii	Diplasiolejeunea_pocsii	Diplasiolejeunea	Diplasiolejeunea pocsii Reyes Montoya.	species	accepted
Diplasiolejeunea_pusilla	Diplasiolejeunea_pusilla	Diplasiolejeunea_pusilla	Diplasiolejeunea	Diplasiolejeunea pusilla Grolle	species	accepted
Diplasiolejeunea_ranomafanae	Diplasiolejeunea_ranomafanae	Diplasiolejeunea_ranomafanae	Diplasiolejeunea	Diplasiolejeunea ranomafanae Pócs	species	accepted
Diplasiolejeunea_replicata	Diplasiolejeunea_replicata	Diplasiolejeunea_replicata	Diplasiolejeunea	Diplasiolejeunea replicata (Spruce) Steph.	species	accepted
Diplasiolejeunea_runssorensis	Diplasiolejeunea_runssorensis	Diplasiolejeunea_runssorensis	Diplasiolejeunea	Diplasiolejeunea runssorensis Steph.	species	accepted
Diplasiolejeunea_symoensii	Diplasiolejeunea_symoensii	Diplasiolejeunea_symoensii	Diplasiolejeunea	Diplasiolejeunea symoensii Vanden Berghen	species	accepted
Diplasiolejeunea_unidentata	Diplasiolejeunea_unidentata	Diplasiolejeunea_unidentata	Diplasiolejeunea	Diplasiolejeunea unidentata (Lehm. et Lindenb.) Schiffn.	species	accepted
Diplasiolejeunea_utriculata	Diplasiolejeunea_utriculata	Diplasiolejeunea_utriculata	Diplasiolejeunea	Diplasiolejeunea utriculata Steph.	species	accepted
Diplasiolejeunea_villaumei	Diplasiolejeunea_villaumei	Diplasiolejeunea_villaumei	Diplasiolejeunea	Diplasiolejeunea villaumei Steph.	species	accepted
Diplasiolejeunea_zakiae	Diplasiolejeunea_zakiae	Diplasiolejeunea_zakiae	Diplasiolejeunea	Diplasiolejeunea zakiae Tixier	species	accepted
Diplocolea_sikkimensis	Diplocolea_sikkimensis	Diplocolea_sikkimensis	Diplocolea	Diplocolea sikkimensis Amakawa.	species	accepted
Diplophyllum_africanum	Diplophyllum_africanum	Diplophyllum_africanum	Diplophyllum	Diplophyllum africanum S.W. Arnell.	species	accepted
