index	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	taxonRank	taxonomicStatus
Kurzia_irregularis	Kurzia_irregularis	Kurzia_irregularis	Kurzia	Kurzia irregularis (Steph.) Grolle	species	not verified
Kurzia_lateconica	Kurzia_lateconica	Kurzia_lateconica	Kurzia	Kurzia lateconica (Steph.) Grolle	species	not verified
Kurzia_lineariloba	Kurzia_lineariloba	Kurzia_lineariloba	Kurzia	Kurzia lineariloba Mizut.	species	not verified
Kurzia_makinoana	Kurzia_makinoana	Kurzia_makinoana	Kurzia	Kurzia makinoana (Steph.) Grolle	species	not verified
Kurzia_mauiensis	Kurzia_mauiensis	Kurzia_mauiensis	Kurzia	Kurzia mauiensis (H.A. Mill.) H.A. Mill.	species	not verified
Kurzia_mollis	Kurzia_mollis	Kurzia_mollis	Kurzia	Kurzia mollis (Steph.) J.J. Engel et R.M. Schust.	species	not verified
Kurzia_moniliformis	Kurzia_moniliformis	Kurzia_moniliformis	Kurzia	Kurzia moniliformis J.J. Engel	species	not verified
Kurzia_nemoides	Kurzia_nemoides	Kurzia_nemoides	Kurzia	Kurzia nemoides (Hook.f. et Taylor) Grolle	species	not verified
Kurzia_pallida	Kurzia_pallida	Kurzia_pallida	Kurzia	Kurzia pallida Piippo	species	not verified
Kurzia_reversa	Kurzia_reversa	Kurzia_reversa	Kurzia	Kurzia reversa (Carrington et Pearson) Grolle	species	not verified
Kurzia_saddlensis	Kurzia_saddlensis	Kurzia_saddlensis	Kurzia	Kurzia saddlensis (Besch. et C. Massal.) Grolle	species	not verified
Kurzia_setiformis	Kurzia_setiformis	Kurzia_setiformis	Kurzia	Kurzia setiformis (De Not.) J.J. Engel et R.M. Schust.	species	not verified
Kurzia_sexfida	Kurzia_sexfida	Kurzia_sexfida	Kurzia	Kurzia sexfida (Steph.) Grolle	species	not verified
Kurzia_sinensis	Kurzia_sinensis	Kurzia_sinensis	Kurzia	Kurzia sinensis K.C. Chang.	species	not verified
Kurzia_sylvatica	Kurzia_sylvatica	Kurzia_sylvatica	Kurzia	Kurzia sylvatica (A. Evans) Grolle	species	not verified
Kurzia_tayloriana	Kurzia_tayloriana	Kurzia_tayloriana	Kurzia	Kurzia tayloriana (H.A. Mill.) H.A. Mill.	species	not verified
Kurzia_tenerrima	Kurzia_tenerrima	Kurzia_tenerrima	Kurzia	Kurzia tenerrima (Mitt.) Grolle	species	not verified
Kurzia_touwii	Kurzia_touwii	Kurzia_touwii	Kurzia	Kurzia touwii N. Kitag.	species	not verified
Kurzia_trichoclados	Kurzia_trichoclados	Kurzia_trichoclados	Kurzia	Kurzia trichoclados (Müll.Frib.) Grolle	species	not verified
Kurzia_verticellata	Kurzia_verticellata	Kurzia_verticellata	Kurzia	Kurzia verticellata (Carrington) Grolle	species	not verified
Leiomitra_elliottii	Leiomitra_elliottii	Leiomitra_elliottii	Leiomitra	Leiomitra elliottii (Steph.) R.M. Schust.	species	not verified
Leiomitra_hirticaulis	Leiomitra_hirticaulis	Leiomitra_hirticaulis	Leiomitra	Leiomitra hirticaulis R.M. Schust.	species	not verified
Leiomitra_mastigophoroides	Leiomitra_mastigophoroides	Leiomitra_mastigophoroides	Leiomitra	Leiomitra mastigophoroides R.M. Schust.	species	not verified
Leiomitra_robusta	Leiomitra_robusta	Leiomitra_robusta	Leiomitra	Leiomitra robusta (Steph.) R.M. Schust.	species	not verified
Leiomitra_smaragdina	Leiomitra_smaragdina	Leiomitra_smaragdina	Leiomitra	Leiomitra smaragdina Hässel	species	not verified
Lejeunea_acuminata	Lejeunea_acuminata	Lejeunea_acuminata	Lejeunea	Lejeunea acuminata (Lehm. et Lindenb.) Lehm.	species	not verified
Lejeunea_acuta	Lejeunea_acuta	Lejeunea_acuta	Lejeunea	Lejeunea acuta Mitt.	species	not verified
Lejeunea_acutata	Lejeunea_acutata	Lejeunea_acutata	Lejeunea	Lejeunea acutata (Steph.) Solari.	species	not verified
Lejeunea_alaskana	Lejeunea_alaskana	Lejeunea_alaskana	Lejeunea	Lejeunea alaskana (R.M. Schust. et Steere) Inoue et Steere.	species	not verified
Lejeunea_aloba	Lejeunea_aloba	Lejeunea_aloba	Lejeunea	Lejeunea aloba Sande Lac.	species	not verified
Lejeunea_alobifolia	Lejeunea_alobifolia	Lejeunea_alobifolia	Lejeunea	Lejeunea alobifolia H.A. Mill.	species	not verified
Lejeunea_amaniensis	Lejeunea_amaniensis	Lejeunea_amaniensis	Lejeunea	Lejeunea amaniensis E.W. Jones	species	not verified
Lejeunea_ambigua	Lejeunea_ambigua	Lejeunea_ambigua	Lejeunea	Lejeunea ambigua Lindenb. et Gottsche	species	not verified
Lejeunea_androgyna	Lejeunea_androgyna	Lejeunea_androgyna	Lejeunea	Lejeunea androgyna R.M. Schust.	species	not verified
Lejeunea_anisophylla	Lejeunea_anisophylla	Lejeunea_anisophylla	Lejeunea	Lejeunea anisophylla Mont.	species	not verified
Lejeunea_aphanes	Lejeunea_aphanes	Lejeunea_aphanes	Lejeunea	Lejeunea aphanes Spruce	species	not verified
Lejeunea_aquatica	Lejeunea_aquatica	Lejeunea_aquatica	Lejeunea	Lejeunea aquatica Horik.	species	not verified
Lejeunea_armitii	Lejeunea_armitii	Lejeunea_armitii	Lejeunea	Lejeunea armitii (Steph.) Steph.	species	not verified
Lejeunea_asperula	Lejeunea_asperula	Lejeunea_asperula	Lejeunea	Lejeunea asperula (Steph.) Mizut.	species	not verified
Lejeunea_asprella	Lejeunea_asprella	Lejeunea_asprella	Lejeunea	Lejeunea asprella Spruce	species	not verified
Lejeunea_asthenica	Lejeunea_asthenica	Lejeunea_asthenica	Lejeunea	Lejeunea asthenica Spruce	species	not verified
Lejeunea_balazsii	Lejeunea_balazsii	Lejeunea_balazsii	Lejeunea	Lejeunea balazsii (Pócs) R.M. Schust.	species	not verified
Lejeunea_barbata	Lejeunea_barbata	Lejeunea_barbata	Lejeunea	Lejeunea barbata (Herzog) R.L. Zhu et M.J. Lai	species	not verified
Lejeunea_bidentula	Lejeunea_bidentula	Lejeunea_bidentula	Lejeunea	Lejeunea bidentula Herzog	species	not verified
Lejeunea_biformis	Lejeunea_biformis	Lejeunea_biformis	Lejeunea	Lejeunea biformis Gottsche	species	not verified
Lejeunea_blepharogona	Lejeunea_blepharogona	Lejeunea_blepharogona	Lejeunea	Lejeunea blepharogona Spruce	species	not verified
Lejeunea_blomquistii	Lejeunea_blomquistii	Lejeunea_blomquistii	Lejeunea	Lejeunea blomquistii R.M. Schust.	species	not verified
Lejeunea_bombonasensis	Lejeunea_bombonasensis	Lejeunea_bombonasensis	Lejeunea	Lejeunea bombonasensis Spruce	species	not verified
Lejeunea_bornmuelleri	Lejeunea_bornmuelleri	Lejeunea_bornmuelleri	Lejeunea	Lejeunea bornmuelleri (Steph.) M.E. Reiner	species	not verified
Lejeunea_boryana	Lejeunea_boryana	Lejeunea_boryana	Lejeunea	Lejeunea boryana Mont.	species	not verified
Lejeunea_brenanii	Lejeunea_brenanii	Lejeunea_brenanii	Lejeunea	Lejeunea brenanii E.W. Jones.	species	not verified
Lejeunea_canariensis	Lejeunea_canariensis	Lejeunea_canariensis	Lejeunea	Lejeunea canariensis (Steph.) Steph.	species	not verified
Lejeunea_candida	Lejeunea_candida	Lejeunea_candida	Lejeunea	Lejeunea candida (Pócs) R.M. Schust.	species	not verified
Lejeunea_cantabrigiensis	Lejeunea_cantabrigiensis	Lejeunea_cantabrigiensis	Lejeunea	Lejeunea cantabrigiensis E.W. Jones.	species	not verified
Lejeunea_caracensis	Lejeunea_caracensis	Lejeunea_caracensis	Lejeunea	Lejeunea caracensis Lindenb.	species	not verified
Lejeunea_caripensis	Lejeunea_caripensis	Lejeunea_caripensis	Lejeunea	Lejeunea caripensis Lindenb. et Gottsche	species	not verified
Lejeunea_caviloba	Lejeunea_caviloba	Lejeunea_caviloba	Lejeunea	Lejeunea caviloba (Steph.) Besch.	species	not verified
Lejeunea_chaishanensis	Lejeunea_chaishanensis	Lejeunea_chaishanensis	Lejeunea	Lejeunea chaishanensis S.H. Lin.	species	not verified
Lejeunea_chamissonis	Lejeunea_chamissonis	Lejeunea_chamissonis	Lejeunea	Lejeunea chamissonis Lindenb.	species	not verified
Lejeunea_chimborazensis	Lejeunea_chimborazensis	Lejeunea_chimborazensis	Lejeunea	Lejeunea chimborazensis Spruce	species	not verified
Lejeunea_cladogyna	Lejeunea_cladogyna	Lejeunea_cladogyna	Lejeunea	Lejeunea cladogyna A. Evans	species	not verified
Lejeunea_clavata	Lejeunea_clavata	Lejeunea_clavata	Lejeunea	Lejeunea clavata Lindenb.	species	not verified
Lejeunea_claviformis	Lejeunea_claviformis	Lejeunea_claviformis	Lejeunea	Lejeunea claviformis Lindenb. ex Steph.	species	not verified
Lejeunea_cochleata	Lejeunea_cochleata	Lejeunea_cochleata	Lejeunea	Lejeunea cochleata Spruce	species	not verified
Lejeunea_cocoes	Lejeunea_cocoes	Lejeunea_cocoes	Lejeunea	Lejeunea cocoes Mitt.	species	not verified
Lejeunea_compacta	Lejeunea_compacta	Lejeunea_compacta	Lejeunea	Lejeunea compacta (Steph.) Steph.	species	not verified
Lejeunea_concava	Lejeunea_concava	Lejeunea_concava	Lejeunea	Lejeunea concava Lindenb. et Gottsche	species	not verified
Lejeunea_concinnula	Lejeunea_concinnula	Lejeunea_concinnula	Lejeunea	Lejeunea concinnula Spruce et Steph.	species	not verified
Lejeunea_connatistipula	Lejeunea_connatistipula	Lejeunea_connatistipula	Lejeunea	Lejeunea connatistipula (Steph.) Steph.	species	not verified
Lejeunea_contracta	Lejeunea_contracta	Lejeunea_contracta	Lejeunea	Lejeunea contracta Mizut.	species	not verified
Lejeunea_controversa	Lejeunea_controversa	Lejeunea_controversa	Lejeunea	Lejeunea controversa Gottsche	species	not verified
Lejeunea_convexiloba	Lejeunea_convexiloba	Lejeunea_convexiloba	Lejeunea	Lejeunea convexiloba M.L. So et R.L. Zhu.	species	not verified
Lejeunea_corcovadae	Lejeunea_corcovadae	Lejeunea_corcovadae	Lejeunea	Lejeunea corcovadae (Steph.) Bischl.	species	not verified
Lejeunea_cordiflora	Lejeunea_cordiflora	Lejeunea_cordiflora	Lejeunea	Lejeunea cordiflora Spruce	species	not verified
Lejeunea_cordistipula	Lejeunea_cordistipula	Lejeunea_cordistipula	Lejeunea	Lejeunea cordistipula Lindenb. et Gottsche	species	not verified
Lejeunea_corralensis	Lejeunea_corralensis	Lejeunea_corralensis	Lejeunea	Lejeunea corralensis A. Evans	species	not verified
Lejeunea_crassiretis	Lejeunea_crassiretis	Lejeunea_crassiretis	Lejeunea	Lejeunea crassiretis Mitt.	species	not verified
Lejeunea_curviloba	Lejeunea_curviloba	Lejeunea_curviloba	Lejeunea	Lejeunea curviloba Steph.	species	not verified
Lejeunea_cuspidistipula	Lejeunea_cuspidistipula	Lejeunea_cuspidistipula	Lejeunea	Lejeunea cuspidistipula (Steph.) Steph. ex Watts.	species	not verified
Lejeunea_cyanomontana	Lejeunea_cyanomontana	Lejeunea_cyanomontana	Lejeunea	Lejeunea cyanomontana R.M. Schust.	species	not verified
Lejeunea_cyanophora	Lejeunea_cyanophora	Lejeunea_cyanophora	Lejeunea	Lejeunea cyanophora R.M. Schust.	species	not verified
Lejeunea_cyathearum	Lejeunea_cyathearum	Lejeunea_cyathearum	Lejeunea	Lejeunea cyathearum E.W. Jones	species	not verified
Lejeunea_cyrtotis	Lejeunea_cyrtotis	Lejeunea_cyrtotis	Lejeunea	Lejeunea cyrtotis Spruce	species	not verified
Lejeunea_denticalyx	Lejeunea_denticalyx	Lejeunea_denticalyx	Lejeunea	Lejeunea denticalyx (Steph.) Steph.	species	not verified
Lejeunea_denticuspis	Lejeunea_denticuspis	Lejeunea_denticuspis	Lejeunea	Lejeunea denticuspis (Steph.) Mizut.	species	not verified
Lejeunea_denudata	Lejeunea_denudata	Lejeunea_denudata	Lejeunea	Lejeunea denudata (Pearson) J.J. Engel	species	not verified
Lejeunea_devendrae	Lejeunea_devendrae	Lejeunea_devendrae	Lejeunea	Lejeunea devendrae (Sushil K. Singh) P.K. Verma et K.K. Rawat	species	not verified
Lejeunea_diaphana	Lejeunea_diaphana	Lejeunea_diaphana	Lejeunea	Lejeunea diaphana Spruce	species	not verified
Lejeunea_dictyocalyx	Lejeunea_dictyocalyx	Lejeunea_dictyocalyx	Lejeunea	Lejeunea dictyocalyx Spruce	species	not verified
Lejeunea_dimorpha	Lejeunea_dimorpha	Lejeunea_dimorpha	Lejeunea	Lejeunea dimorpha T. Kodama.	species	not verified
Lejeunea_dipterocarpa	Lejeunea_dipterocarpa	Lejeunea_dipterocarpa	Lejeunea	Lejeunea dipterocarpa E.W. Jones.	species	not verified
Lejeunea_dipterota	Lejeunea_dipterota	Lejeunea_dipterota	Lejeunea	Lejeunea dipterota (Eifrig) G.E. Lee.	species	not verified
Lejeunea_diversicuspis	Lejeunea_diversicuspis	Lejeunea_diversicuspis	Lejeunea	Lejeunea diversicuspis Spruce	species	not verified
Lejeunea_drummondii	Lejeunea_drummondii	Lejeunea_drummondii	Lejeunea	Lejeunea drummondii Taylor	species	not verified
Lejeunea_duncaniae	Lejeunea_duncaniae	Lejeunea_duncaniae	Lejeunea	Lejeunea duncaniae (Sim) M.E. Reiner	species	not verified
Lejeunea_ecarinata	Lejeunea_ecarinata	Lejeunea_ecarinata	Lejeunea	Lejeunea ecarinata (Steph.) J.M. Coult., Barnes et Arthur.	species	not verified
Lejeunea_eckloniana	Lejeunea_eckloniana	Lejeunea_eckloniana	Lejeunea	Lejeunea eckloniana Lindenb.	species	not verified
Lejeunea_edentata	Lejeunea_edentata	Lejeunea_edentata	Lejeunea	Lejeunea edentata L. Söderstr.	species	not verified
Lejeunea_eifrigii	Lejeunea_eifrigii	Lejeunea_eifrigii	Lejeunea	Lejeunea eifrigii Mizut.	species	not verified
Lejeunea_estrellamontana	Lejeunea_estrellamontana	Lejeunea_estrellamontana	Lejeunea	Lejeunea estrellamontana M.A.M. Renner et Pócs.	species	not verified
Lejeunea_falcata	Lejeunea_falcata	Lejeunea_falcata	Lejeunea	Lejeunea falcata (Pócs et J. Eggers) Pócs.	species	not verified
Lejeunea_fernandeziana	Lejeunea_fernandeziana	Lejeunea_fernandeziana	Lejeunea	Lejeunea fernandeziana S.W. Arnell	species	not verified
Lejeunea_firma	Lejeunea_firma	Lejeunea_firma	Lejeunea	Lejeunea firma Mitt.	species	not verified
Lejeunea_fissistipula	Lejeunea_fissistipula	Lejeunea_fissistipula	Lejeunea	Lejeunea fissistipula (Steph.) Steph.	species	not verified
Lejeunea_flaccida	Lejeunea_flaccida	Lejeunea_flaccida	Lejeunea	Lejeunea flaccida Lindenb. et Gottsche	species	not verified
Lejeunea_flagellaris	Lejeunea_flagellaris	Lejeunea_flagellaris	Lejeunea	Lejeunea flagellaris Spruce	species	not verified
Lejeunea_flavida	Lejeunea_flavida	Lejeunea_flavida	Lejeunea	Lejeunea flavida Mitt.	species	not verified
Lejeunea_fleischeri	Lejeunea_fleischeri	Lejeunea_fleischeri	Lejeunea	Lejeunea fleischeri (Steph.) Mizut.	species	not verified
Lejeunea_florida	Lejeunea_florida	Lejeunea_florida	Lejeunea	Lejeunea florida Spruce	species	not verified
Lejeunea_floridana	Lejeunea_floridana	Lejeunea_floridana	Lejeunea	Lejeunea floridana A. Evans	species	not verified
Lejeunea_fulva	Lejeunea_fulva	Lejeunea_fulva	Lejeunea	Lejeunea fulva Spruce	species	not verified
Lejeunea_fusagasugana	Lejeunea_fusagasugana	Lejeunea_fusagasugana	Lejeunea	Lejeunea fusagasugana Gottsche	species	not verified
Lejeunea_galeata	Lejeunea_galeata	Lejeunea_galeata	Lejeunea	Lejeunea galeata Spruce	species	not verified
Lejeunea_gayana	Lejeunea_gayana	Lejeunea_gayana	Lejeunea	Lejeunea gayana Gottsche	species	not verified
Lejeunea_gibbiloba	Lejeunea_gibbiloba	Lejeunea_gibbiloba	Lejeunea	Lejeunea gibbiloba (Steph.) H.A. Mill.	species	not verified
Lejeunea_globosiflora	Lejeunea_globosiflora	Lejeunea_globosiflora	Lejeunea	Lejeunea globosiflora (Steph.) Steph.	species	not verified
Lejeunea_gomphocalyx	Lejeunea_gomphocalyx	Lejeunea_gomphocalyx	Lejeunea	Lejeunea gomphocalyx Spruce	species	not verified
Lejeunea_gottscheana	Lejeunea_gottscheana	Lejeunea_gottscheana	Lejeunea	Lejeunea gottscheana Lindenb.	species	not verified
Lejeunea_gracilicaulis	Lejeunea_gracilicaulis	Lejeunea_gracilicaulis	Lejeunea	Lejeunea gracilicaulis Spruce	species	not verified
Lejeunea_gracilipes	Lejeunea_gracilipes	Lejeunea_gracilipes	Lejeunea	Lejeunea gracilipes (Taylor) Spruce	species	not verified
Lejeunea_gracilis	Lejeunea_gracilis	Lejeunea_gracilis	Lejeunea	Lejeunea gracilis Steph.	species	not verified
Lejeunea_gradsteiniana	Lejeunea_gradsteiniana	Lejeunea_gradsteiniana	Lejeunea	Lejeunea gradsteiniana Pócs.	species	not verified
Lejeunea_gradsteinii	Lejeunea_gradsteinii	Lejeunea_gradsteinii	Lejeunea	Lejeunea gradsteinii G.E. Lee, Damanhuri et Lati 	species	not verified
Lejeunea_graminicolor	Lejeunea_graminicolor	Lejeunea_graminicolor	Lejeunea	Lejeunea graminicolor Spruce	species	not verified
Lejeunea_grossistipula	Lejeunea_grossistipula	Lejeunea_grossistipula	Lejeunea	Lejeunea grossistipula Steph.	species	not verified
Lejeunea_hahnii	Lejeunea_hahnii	Lejeunea_hahnii	Lejeunea	Lejeunea hahnii Solari	species	not verified
Lejeunea_hawaikiana	Lejeunea_hawaikiana	Lejeunea_hawaikiana	Lejeunea	Lejeunea hawaikiana M.A.M. Renner et de Lange	species	not verified
Lejeunea_helenae	Lejeunea_helenae	Lejeunea_helenae	Lejeunea	Lejeunea helenae Pearson	species	not verified
Lejeunea_helmsiana	Lejeunea_helmsiana	Lejeunea_helmsiana	Lejeunea	Lejeunea helmsiana (Steph.) Steph.	species	not verified
Lejeunea_heterocheila	Lejeunea_heterocheila	Lejeunea_heterocheila	Lejeunea	Lejeunea heterocheila Taylor	species	not verified
Lejeunea_hibernica	Lejeunea_hibernica	Lejeunea_hibernica	Lejeunea	Lejeunea hibernica Bischl., H.A. Mill. et Bonner ex Grolle	species	not verified
Lejeunea_hodgsoniana	Lejeunea_hodgsoniana	Lejeunea_hodgsoniana	Lejeunea	Lejeunea hodgsoniana Grolle ex R.J. Lewington, Bever. et M.A.M. Renner	species	not verified
Lejeunea_howeana	Lejeunea_howeana	Lejeunea_howeana	Lejeunea	Lejeunea howeana Grolle	species	not verified
Lejeunea_hui	Lejeunea_hui	Lejeunea_hui	Lejeunea	Lejeunea hui R.L. Zhu	species	not verified
Lejeunea_humefacta	Lejeunea_humefacta	Lejeunea_humefacta	Lejeunea	Lejeunea humefacta Spruce	species	not verified
Lejeunea_hyalina	Lejeunea_hyalina	Lejeunea_hyalina	Lejeunea	Lejeunea hyalina (Steph.) L. Söderstr. et A. Hagborg.	species	not verified
Lejeunea_ibadana	Lejeunea_ibadana	Lejeunea_ibadana	Lejeunea	Lejeunea ibadana A.J. Harr. et E.W. Jones.	species	not verified
Lejeunea_immersa	Lejeunea_immersa	Lejeunea_immersa	Lejeunea	Lejeunea immersa Spruce	species	not verified
Lejeunea_increscens	Lejeunea_increscens	Lejeunea_increscens	Lejeunea	Lejeunea increscens Spruce	species	not verified
Lejeunea_japonica	Lejeunea_japonica	Lejeunea_japonica	Lejeunea	Lejeunea japonica Mitt.	species	not verified
Lejeunea_jardinii	Lejeunea_jardinii	Lejeunea_jardinii	Lejeunea	Lejeunea jardinii Spruce	species	not verified
Lejeunea_julacea	Lejeunea_julacea	Lejeunea_julacea	Lejeunea	Lejeunea julacea Steph.	species	not verified
Lejeunea_juruana	Lejeunea_juruana	Lejeunea_juruana	Lejeunea	Lejeunea juruana Gradst. et M.E. Reiner	species	not verified
Lejeunea_kashyapii	Lejeunea_kashyapii	Lejeunea_kashyapii	Lejeunea	Lejeunea kashyapii M. Dey, D.K. Singh et D. Singh	species	not verified
Lejeunea_kinabalensis	Lejeunea_kinabalensis	Lejeunea_kinabalensis	Lejeunea	Lejeunea kinabalensis Mizut.	species	not verified
Lejeunea_kodamae	Lejeunea_kodamae	Lejeunea_kodamae	Lejeunea	Lejeunea kodamae Ikegami et Inoue	species	not verified
Lejeunea_konosensis	Lejeunea_konosensis	Lejeunea_konosensis	Lejeunea	Lejeunea konosensis Mizut.	species	not verified
Lejeunea_koponenii	Lejeunea_koponenii	Lejeunea_koponenii	Lejeunea	Lejeunea koponenii (Pócs et J. Eggers) Pócs	species	not verified
Lejeunea_kuerschneriana	Lejeunea_kuerschneriana	Lejeunea_kuerschneriana	Lejeunea	Lejeunea kuerschneriana Pócs.	species	not verified
Lejeunea_laevicalyx	Lejeunea_laevicalyx	Lejeunea_laevicalyx	Lejeunea	Lejeunea laevicalyx Gottsche	species	not verified
Lejeunea_laii	Lejeunea_laii	Lejeunea_laii	Lejeunea	Lejeunea laii R.L. Zhu	species	not verified
Lejeunea_latilobula	Lejeunea_latilobula	Lejeunea_latilobula	Lejeunea	Lejeunea latilobula (Herzog) R.L. Zhu et M.L. So.	species	not verified
Lejeunea_leiantha	Lejeunea_leiantha	Lejeunea_leiantha	Lejeunea	Lejeunea leiantha Spruce	species	not verified
Lejeunea_leptalea	Lejeunea_leptalea	Lejeunea_leptalea	Lejeunea	Lejeunea leptalea Spruce	species	not verified
Lejeunea_leptoscypha	Lejeunea_leptoscypha	Lejeunea_leptoscypha	Lejeunea	Lejeunea leptoscypha Spruce	species	not verified
Lejeunea_leucosis	Lejeunea_leucosis	Lejeunea_leucosis	Lejeunea	Lejeunea leucosis Besch. et Spruce	species	not verified
Lejeunea_lomana	Lejeunea_lomana	Lejeunea_lomana	Lejeunea	Lejeunea lomana E.W. Jones	species	not verified
Lejeunea_longicollis	Lejeunea_longicollis	Lejeunea_longicollis	Lejeunea	Lejeunea longicollis S.W. Arnell	species	not verified
Lejeunea_longilobula	Lejeunea_longilobula	Lejeunea_longilobula	Lejeunea	Lejeunea longilobula Pócs	species	not verified
Lejeunea_lowriana	Lejeunea_lowriana	Lejeunea_lowriana	Lejeunea	Lejeunea lowriana Steph.	species	not verified
Lejeunea_lunatigastria	Lejeunea_lunatigastria	Lejeunea_lunatigastria	Lejeunea	Lejeunea lunatigastria Tixier	species	not verified
Lejeunea_luzonensis	Lejeunea_luzonensis	Lejeunea_luzonensis	Lejeunea	Lejeunea luzonensis (Steph.) R.L. Zhu et M.J. Lai	species	not verified
Lejeunea_lyratiflora	Lejeunea_lyratiflora	Lejeunea_lyratiflora	Lejeunea	Lejeunea lyratiflora Prantl.	species	not verified
Lejeunea_macrorhyncha	Lejeunea_macrorhyncha	Lejeunea_macrorhyncha	Lejeunea	Lejeunea macrorhyncha Spruce	species	not verified
Lejeunea_magohukui	Lejeunea_magohukui	Lejeunea_magohukui	Lejeunea	Lejeunea magohukui Mizut.	species	not verified
Lejeunea_malangensis	Lejeunea_malangensis	Lejeunea_malangensis	Lejeunea	Lejeunea malangensis (Herzog) R.L. Zhu et Y.M. Wei.	species	not verified
Lejeunea_mandonii	Lejeunea_mandonii	Lejeunea_mandonii	Lejeunea	Lejeunea mandonii (Steph.) Müll.Frib.	species	not verified
Lejeunea_marasmodes	Lejeunea_marasmodes	Lejeunea_marasmodes	Lejeunea	Lejeunea marasmodes Spruce	species	not verified
Lejeunea_massalongoana	Lejeunea_massalongoana	Lejeunea_massalongoana	Lejeunea	Lejeunea massalongoana (Schiffn. ex P. Syd) Solari	species	not verified
Lejeunea_megalantha	Lejeunea_megalantha	Lejeunea_megalantha	Lejeunea	Lejeunea megalantha Spruce	species	not verified
Lejeunea_mehrana	Lejeunea_mehrana	Lejeunea_mehrana	Lejeunea	Lejeunea mehrana M. Dey, D.K. Singh et D. Singh.	species	not verified
Lejeunea_micholitzii	Lejeunea_micholitzii	Lejeunea_micholitzii	Lejeunea	Lejeunea micholitzii Mizut.	species	not verified
Lejeunea_microloba	Lejeunea_microloba	Lejeunea_microloba	Lejeunea	Lejeunea microloba Taylor	species	not verified
Lejeunea_mizutanii	Lejeunea_mizutanii	Lejeunea_mizutanii	Lejeunea	Lejeunea mizutanii Grolle	species	not verified
Lejeunea_molkenboeriana	Lejeunea_molkenboeriana	Lejeunea_molkenboeriana	Lejeunea	Lejeunea molkenboeriana Sande Lac.	species	not verified
Lejeunea_morobensis	Lejeunea_morobensis	Lejeunea_morobensis	Lejeunea	Lejeunea morobensis (Grolle) M.A.M. Renner et Pócs.	species	not verified
Lejeunea_muscicola	Lejeunea_muscicola	Lejeunea_muscicola	Lejeunea	Lejeunea muscicola Spruce	species	not verified
Lejeunea_neelgherriana	Lejeunea_neelgherriana	Lejeunea_neelgherriana	Lejeunea	Lejeunea neelgherriana Gottsche	species	not verified
Lejeunea_nemoralis	Lejeunea_nemoralis	Lejeunea_nemoralis	Lejeunea	Lejeunea nemoralis Gottsche	species	not verified
Lejeunea_nepalensis	Lejeunea_nepalensis	Lejeunea_nepalensis	Lejeunea	Lejeunea nepalensis Steph.	species	not verified
Lejeunea_neumanniana	Lejeunea_neumanniana	Lejeunea_neumanniana	Lejeunea	Lejeunea neumanniana Nees	species	not verified
Lejeunea_nietneri	Lejeunea_nietneri	Lejeunea_nietneri	Lejeunea	Lejeunea nietneri (Steph.) Steph. ex Watts.	species	not verified
Lejeunea_notata	Lejeunea_notata	Lejeunea_notata	Lejeunea	Lejeunea notata Gottsche	species	not verified
Lejeunea_novoguineensis	Lejeunea_novoguineensis	Lejeunea_novoguineensis	Lejeunea	Lejeunea novoguineensis Schiffn.	species	not verified
Lejeunea_nymannii	Lejeunea_nymannii	Lejeunea_nymannii	Lejeunea	Lejeunea nymannii Steph.	species	not verified
Lejeunea_obfusca	Lejeunea_obfusca	Lejeunea_obfusca	Lejeunea	Lejeunea obfusca Mitt.	species	not verified
Lejeunea_obidensis	Lejeunea_obidensis	Lejeunea_obidensis	Lejeunea	Lejeunea obidensis Spruce	species	not verified
Lejeunea_obtusata	Lejeunea_obtusata	Lejeunea_obtusata	Lejeunea	Lejeunea obtusata Gottsche	species	not verified
Lejeunea_okomuensis	Lejeunea_okomuensis	Lejeunea_okomuensis	Lejeunea	Lejeunea okomuensis E.W. Jones.	species	not verified
Lejeunea_osculatiana	Lejeunea_osculatiana	Lejeunea_osculatiana	Lejeunea	Lejeunea osculatiana De Not.	species	not verified
Lejeunea_otiana	Lejeunea_otiana	Lejeunea_otiana	Lejeunea	Lejeunea otiana S. Hatt.	species	not verified
Lejeunea_ovalifolia	Lejeunea_ovalifolia	Lejeunea_ovalifolia	Lejeunea	Lejeunea ovalifolia Steph.	species	not verified
Lejeunea_pacifica	Lejeunea_pacifica	Lejeunea_pacifica	Lejeunea	Lejeunea pacifica Mont.	species	not verified
Lejeunea_pallescens	Lejeunea_pallescens	Lejeunea_pallescens	Lejeunea	Lejeunea pallescens Mitt.	species	not verified
Lejeunea_pallida	Lejeunea_pallida	Lejeunea_pallida	Lejeunea	Lejeunea pallida Lindenb. et Gottsche	species	not verified
Lejeunea_pallidevirens	Lejeunea_pallidevirens	Lejeunea_pallidevirens	Lejeunea	Lejeunea pallidevirens S. Hatt.	species	not verified
Lejeunea_papuana	Lejeunea_papuana	Lejeunea_papuana	Lejeunea	Lejeunea papuana (Pócs) R.M. Schust.	species	not verified
Lejeunea_paraensis	Lejeunea_paraensis	Lejeunea_paraensis	Lejeunea	Lejeunea paraensis Spruce	species	not verified
Lejeunea_parva	Lejeunea_parva	Lejeunea_parva	Lejeunea	Lejeunea parva (S. Hatt.) Mizut.	species	not verified
